Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1
Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
8,000	19,303	2,618	-5,551E-13	0,4608	0,062	-8,674E-15	1,9
8,040	19,408	2,836	3,664E-13	0,4633	0,068	8,674E-15	1,9
8,080	19,530	2,618	-8,181	0,4662	0,062	-0,195	1,9
8,120	19,617	2,182	-10,908	0,4683	0,052	-0,260	2,0
8,160	19,705	1,745	-13,635	0,4704	0,042	-0,326	2,1
8,200	19,757	1,091	-10,908	0,4717	0,026	-0,260	2,1
8,240	19,792	0,873	-5,454	0,4725	0,021	-0,130	2,1
8,280	19,827	0,654	-8,181	0,4733	0,016	-0,195	2,1
8,320	19,844	0,218	-8,181	0,4737	0,005	-0,195	2,1
8,360	19,844	0,000	-2,727	0,4737	0,000	-0,065	2,1
8,400	19,844	0,000	0,000	0,4737	0,000	0,000	2,2
8,440	19,844	0,000	0,000	0,4737	0,000	0,000	2,2
8,480	19,844	0,000	0,000	0,4737	0,000	0,000	2,2
8,520	19,844	0,000	0,000	0,4737	0,000	0,000	2,2
8,560	19,844	0,000	0,000	0,4737	0,000	0,000	2,2
8,600	19,844	0,000	0,000	0,4737	0,000	0,000	2,1
8,640	19,844	0,000	0,000	0,4737	0,000	0,000	2,1
8,680	19,844	0,000	0,000	0,4737	0,000	0,000	2,1
8,720	19,844	0,000	2,727	0,4737	0,000	0,065	2,1
8,760	19,844	0,218	2,727	0,4737	0,005	0,065	2,1
8,800	19,862	0,218	-2,727	0,4742	0,005	-0,065	2,1
8,840	19,862	0,000	-2,727	0,4742	0,000	-0,065	2,1
8,880	19,862	0,000	0,000	0,4742	0,000	0,000	2,1
8,920	19,862	0,000	0,000	0,4742	0,000	0,000	2,1
8,960	19,862	0,000	8,181	0,4742	0,000	0,195	2,1
9,000	19,862	0,654	16,362	0,4742	0,016	0,391	2,1
9,040	19,914	1,309	10,908	0,4754	0,031	0,260	2,1
9,080	19,967	1,527	8,181	0,4767	0,036	0,195	2,1
9,120	20,036	1,963	8,181	0,4783	0,047	0,195	2,1
9,160	20,124	2,182	0,000	0,4804	0,052	-8,674E-15	2,1
9,200	20,211	1,963	4,996E-14	0,4825	0,047	5,811E-15	2,1
9,240	20,281	2,182	8,181	0,4842	0,052	0,195	2,1
9,280	20,385	2,618	8,181	0,4867	0,062	0,195	2,1
9,320	20,490	2,836	5,454	0,4892	0,068	0,130	2,2
9,360	20,612	3,054	5,454	0,4921	0,073	0,130	2,3
9,400	20,735	3,272	5,454	0,4950	0,078	0,130	2,3
9,440	20,874	3,491	0,000	0,4983	0,083	0,000	2,4
9,480	21,014	3,272	-5,454	0,5017	0,078	-0,130	2,5
9,520	21,136	3,054	0,000	0,5046	0,073	0,000	2,5
9,560	21,258	3,272	13,635	0,5075	0,078	0,326	2,5
9,600	21,398	4,145	10,908	0,5108	0,099	0,260	2,5
9,640	21,590	4,145	-5,454	0,5154	0,099	-0,130	2,4
9,680	21,729	3,709	-2,727	0,5187	0,089	-0,065	2,3
9,720	21,886	3,927	-5,454	0,5225	0,094	-0,130	2,3
9,760	22,044	3,272	-10,908	0,5262	0,078	-0,260	2,3
9,800	22,148	3,054	5,454	0,5287	0,073	0,130	2,4
9,840	22,288	3,709	13,635	0,5321	0,089	0,326	2,5
9,880	22,445	4,145	2,727	0,5358	0,099	0,065	2,5
9,920	22,619	3,927	-10,908	0,5400	0,094	-0,260	2,6
9,960	22,759	3,272	-8,181	0,5433	0,078	-0,195	2,6
10,000	22,881	3,272	5,454	0,5463	0,078	0,130	2,6
10,040	23,021	3,709	8,181	0,5496	0,089	0,195	2,7
10,080	23,178	3,927	8,181	0,5533	0,094	0,195	2,8
10,120	23,335	4,363	8,181	0,5571	0,104	0,195	2,8
10,160	23,527	4,581	-5,454	0,5617	0,109	-0,130	2,9
10,200	23,702	3,927	-13,635	0,5658	0,094	-0,326	3,1
10,240	23,841	3,491	-5,454	0,5692	0,083	-0,130	3,1
10,280	23,981	3,491	-2,727	0,5725	0,083	-0,065	3,3
10,320	24,120	3,272	5,551E-13	0,5758	0,078	-1,735E-14	3,4
10,360	24,243	3,491	10,908	0,5788	0,083	0,260	3,5
10,400	24,400	4,145	8,181	0,5825	0,099	0,195	3,7
10,440	24,574	4,145	-8,181	0,5867	0,099	-0,195	3,8
10,480	24,731	3,491	-19,090	0,5904	0,083	-0,456	3,9
10,520	24,853	2,618	-19,090	0,5933	0,062	-0,456	4,0
10,560	24,941	1,963	-2,727	0,5954	0,047	-0,065	4,1
10,600	25,011	2,400	16,362	0,5971	0,057	0,391	4,3
10,640	25,133	3,272	13,635	0,6000	0,078	0,326	4,4
10,680	25,272	3,491	0,000	0,6033	0,083	0,000	4,5
10,720	25,412	3,272	-5,454	0,6067	0,078	-0,130	4,6
10,760	25,534	3,054	-13,635	0,6096	0,073	-0,326	4,7
10,800	25,656	2,182	-13,635	0,6125	0,052	-0,326	4,7
10,840	25,709	1,963	16,362	0,6137	0,047	0,391	4,7
10,880	25,813	3,491	27,271	0,6162	0,083	0,651	4,7
10,920	25,988	4,145	10,908	0,6204	0,099	0,260	4,8
10,960	26,145	4,363	2,727	0,6242	0,104	0,065	4,8
11,000	26,337	4,363	-2,727	0,6287	0,104	-0,065	4,8
11,040	26,494	4,145	-8,181	0,6325	0,099	-0,195	4,8
11,080	26,669	3,709	-16,362	0,6367	0,089	-0,391	4,9
11,120	26,791	2,836	-16,362	0,6396	0,068	-0,391	5,0
11,160	26,896	2,400	-5,454	0,6421	0,057	-0,130	5,1
11,200	26,983	2,400	2,727	0,6442	0,057	0,065	5,1
11,240	27,088	2,618	8,181	0,6467	0,063	0,195	5,1
11,280	27,192	3,054	5,454	0,6492	0,073	0,130	5,0
11,320	27,332	3,054	-8,181	0,6525	0,073	-0,195	5,0
11,360	27,437	2,400	-13,635	0,6550	0,057	-0,326	4,9
11,400	27,524	1,963	-8,181	0,6571	0,047	-0,195	4,9
11,440	27,594	1,745	0,000	0,6587	0,042	0,000	4,9
11,480	27,663	1,963	5,454	0,6604	0,047	0,130	4,8
11,520	27,751	2,182	2,727	0,6625	0,052	0,065	4,9
11,560	27,838	2,182	2,727	0,6646	0,052	0,065	4,9
11,600	27,925	2,400	2,727	0,6667	0,057	0,065	4,9
11,640	28,030	2,400	5,551E-13	0,6692	0,057	1,735E-14	4,9
11,680	28,117	2,400	8,181	0,6712	0,057	0,195	4,9
11,720	28,222	3,054	16,362	0,6737	0,073	0,391	4,9
11,760	28,362	3,709	8,181	0,6771	0,089	0,195	4,9
11,800	28,519	3,709	2,727	0,6808	0,089	0,065	5,0
11,840	28,658	3,927	2,727	0,6842	0,094	0,065	4,9
11,880	28,833	3,927	-5,454	0,6883	0,094	-0,130	5,0
