Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1
Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
6,480	5,899	4,581	2,727	0,1408	0,109	0,065	2,1
6,520	6,091	4,363	2,727	0,1454	0,104	0,065	2,1
6,560	6,248	4,800	27,271	0,1492	0,115	0,651	2,1
6,600	6,475	6,545	40,906	0,1546	0,156	0,977	1,9
6,640	6,772	8,072	24,544	0,1617	0,193	0,586	1,9
6,680	7,121	8,508	2,727	0,1700	0,203	0,065	1,8
6,720	7,453	8,290	-2,727	0,1779	0,198	-0,065	1,6
6,760	7,784	8,290	-8,181	0,1858	0,198	-0,195	1,5
6,800	8,116	7,636	-29,998	0,1937	0,182	-0,716	1,4
6,840	8,395	5,890	-46,360	0,2004	0,141	-1,107	1,2
6,880	8,587	3,927	-43,633	0,2050	0,094	-1,042	1,1
6,920	8,709	2,400	-24,544	0,2079	0,057	-0,586	1,1
6,960	8,779	1,963	-5,454	0,2096	0,047	-0,130	1,0
7,000	8,866	1,963	-2,727	0,2117	0,047	-0,065	1,0
7,040	8,936	1,745	2,727	0,2133	0,042	0,065	0,9
7,080	9,006	2,182	16,362	0,2150	0,052	0,391	1,0
7,120	9,111	3,054	19,090	0,2175	0,073	0,456	0,9
7,160	9,250	3,709	13,635	0,2208	0,089	0,326	0,9
7,200	9,407	4,145	10,908	0,2246	0,099	0,260	0,9
7,240	9,582	4,581	5,454	0,2287	0,109	0,130	0,9
7,280	9,774	4,581	2,776E-13	0,2333	0,109	4,337E-15	0,8
7,320	9,948	4,581	5,454	0,2375	0,109	0,130	0,8
7,360	10,140	5,018	13,635	0,2421	0,120	0,326	0,8
7,400	10,350	5,672	2,727	0,2471	0,135	0,065	0,8
7,440	10,594	5,236	-21,817	0,2529	0,125	-0,521	0,8
7,480	10,769	3,927	-16,362	0,2571	0,094	-0,391	0,8
7,520	10,908	3,927	19,090	0,2604	0,094	0,456	0,8
7,560	11,083	5,454	46,360	0,2646	0,130	1,107	0,7
7,600	11,345	7,636	40,906	0,2708	0,182	0,977	0,6
7,640	11,694	8,727	13,635	0,2792	0,208	0,326	0,7
7,680	12,043	8,727	-8,181	0,2875	0,208	-0,195	0,6
7,720	12,392	8,072	-24,544	0,2958	0,193	-0,586	0,6
7,760	12,689	6,763	-27,271	0,3029	0,161	-0,651	0,5
7,800	12,933	5,890	-10,908	0,3087	0,141	-0,260	0,5
7,840	13,160	5,890	-5,454	0,3142	0,141	-0,130	0,5
7,880	13,404	5,454	-13,635	0,3200	0,130	-0,326	0,5
7,920	13,596	4,800	-13,635	0,3246	0,115	-0,326	0,5
7,960	13,788	4,363	-10,908	0,3292	0,104	-0,260	0,5
8,000	13,945	3,927	-5,454	0,3329	0,094	-0,130	0,4
8,040	14,102	3,927	-5,454	0,3367	0,094	-0,130	0,4
8,080	14,259	3,491	-13,635	0,3404	0,083	-0,326	0,4
8,120	14,382	2,836	-5,454	0,3433	0,068	-0,130	0,4
8,160	14,486	3,054	8,181	0,3458	0,073	0,195	0,4
8,200	14,626	3,491	5,454	0,3492	0,083	0,130	0,4
8,240	14,765	3,491	2,727	0,3525	0,083	0,065	0,4
8,280	14,905	3,709	5,454	0,3558	0,089	0,130	0,4
8,320	15,062	3,927	0,000	0,3596	0,094	0,000	0,4
8,360	15,219	3,709	-2,727	0,3633	0,089	-0,065	0,4
8,400	15,359	3,709	10,908	0,3667	0,089	0,260	0,4
8,440	15,516	4,581	16,362	0,3704	0,109	0,391	0,4
8,480	15,725	5,018	-2,727	0,3754	0,120	-0,065	0,3
8,520	15,917	4,363	-16,362	0,3800	0,104	-0,391	0,3
8,560	16,074	3,709	-10,908	0,3837	0,089	-0,260	0,3
8,600	16,214	3,491	-10,908	0,3871	0,083	-0,260	0,3
8,640	16,354	2,836	-19,090	0,3904	0,068	-0,456	0,3
8,680	16,441	1,963	-21,817	0,3925	0,047	-0,521	0,3
8,720	16,511	1,091	-16,362	0,3942	0,026	-0,391	0,4
8,760	16,528	0,654	0,000	0,3946	0,016	8,674E-15	0,3
8,800	16,563	1,091	16,362	0,3954	0,026	0,391	0,4
8,840	16,616	1,963	24,544	0,3967	0,047	0,586	0,3
8,880	16,720	3,054	10,908	0,3992	0,073	0,260	0,4
8,920	16,860	2,836	-19,090	0,4025	0,068	-0,456	0,4
8,960	16,947	1,527	-24,544	0,4046	0,036	-0,586	0,4
9,000	16,982	0,873	-2,727	0,4054	0,021	-0,065	0,4
9,040	17,017	1,309	21,817	0,4062	0,031	0,521	0,3
9,080	17,087	2,618	21,817	0,4079	0,062	0,521	0,4
9,120	17,226	3,054	-2,727	0,4112	0,073	-0,065	0,3
9,160	17,331	2,400	-5,454	0,4137	0,057	-0,130	0,3
9,200	17,418	2,618	2,727	0,4158	0,062	0,065	0,3
9,240	17,541	2,618	-10,908	0,4187	0,063	-0,260	0,4
9,280	17,628	1,745	-8,181	0,4208	0,042	-0,195	0,3
9,320	17,680	1,963	2,727	0,4221	0,047	0,065	0,4
9,360	17,785	1,963	-10,908	0,4246	0,047	-0,260	0,4
9,400	17,837	1,091	-10,908	0,4258	0,026	-0,260	0,4
9,440	17,872	1,091	-2,727	0,4267	0,026	-0,065	0,5
9,480	17,925	0,873	-8,181	0,4279	0,021	-0,195	0,5
9,520	17,942	0,436	-8,181	0,4283	0,010	-0,195	0,5
9,560	17,959	0,218	-5,454	0,4287	0,005	-0,130	0,6
9,600	17,959	0,000	-2,727	0,4287	0,000	-0,065	0,6
9,640	17,959	0,000	0,000	0,4287	0,000	0,000	0,6
9,680	17,959	0,000	0,000	0,4287	0,000	0,000	0,6
9,720	17,959	0,000	0,000	0,4287	0,000	0,000	0,6
9,760	17,959	0,000	-2,727	0,4287	0,000	-0,065	0,6
9,800	17,959	-0,218	-2,727	0,4287	-0,005	-0,065	0,6
9,840	17,942	-0,218	2,727	0,4283	-0,005	0,065	0,6
9,880	17,942	0,000	2,727	0,4283	0,000	0,065	0,6
9,920	17,942	0,000	0,000	0,4283	0,000	0,000	0,6
9,960	17,942	0,000	0,000	0,4283	0,000	0,000	0,6
10,000	17,942	0,000	0,000	0,4283	0,000	0,000	0,6
10,040	17,942	0,000	0,000	0,4283	0,000	0,000	0,7
10,080	17,942	0,000	0,000	0,4283	0,000	0,000	0,6
10,120	17,942	0,000	2,727	0,4283	0,000	0,065	0,6
10,160	17,942	0,218	2,727	0,4283	0,005	0,065	0,6
10,200	17,959	0,218	10,908	0,4287	0,005	0,260	0,8
10,240	17,959	1,091	32,725	0,4287	0,026	0,781	0,6
10,280	18,047	2,836	35,452	0,4308	0,068	0,846	0,6
10,320	18,186	3,927	19,090	0,4342	0,094	0,456	0,6
10,360	18,361	4,363	8,181	0,4383	0,104	0,195	0,6
10,400	18,535	4,581	2,727	0,4425	0,109	0,065	0,7
10,440	18,727	4,581	5,454	0,4471	0,109	0,130	0,8
10,480	18,902	5,018	10,908	0,4512	0,120	0,260	0,6
10,520	19,129	5,454	2,727	0,4567	0,130	0,065	0,5
10,560	19,338	5,236	-10,908	0,4617	0,125	-0,260	0,4
10,600	19,548	4,581	-16,362	0,4667	0,109	-0,391	0,3
10,640	19,705	3,927	-8,181	0,4704	0,094	-0,195	0,3
10,680	19,862	3,927	5,454	0,4742	0,094	0,130	0,3
10,720	20,019	4,363	10,908	0,4779	0,104	0,260	0,5
10,760	20,211	4,800	10,908	0,4825	0,115	0,260	0,3
10,800	20,403	5,236	5,454	0,4871	0,125	0,130	0,3
10,840	20,630	5,236	-2,727	0,4925	0,125	-0,065	0,3
10,880	20,822	5,018	0,000	0,4971	0,120	0,000	0,3
10,920	21,031	5,236	2,727	0,5021	0,125	0,065	0,3
10,960	21,241	5,236	8,181	0,5071	0,125	0,195	0,3
11,000	21,450	5,890	13,635	0,5121	0,141	0,326	0,3
11,040	21,712	6,327	-2,727	0,5183	0,151	-0,065	0,3
11,080	21,956	5,672	-19,090	0,5242	0,135	-0,456	0,3
11,120	22,166	4,800	-13,635	0,5292	0,115	-0,326	0,3
11,160	22,340	4,581	-2,727	0,5333	0,109	-0,065	0,4
11,200	22,532	4,581	-5,454	0,5379	0,109	-0,130	0,5
11,240	22,707	4,145	-16,362	0,5421	0,099	-0,391	0,6
11,280	22,864	3,272	-19,090	0,5458	0,078	-0,456	0,5
11,320	22,969	2,618	-13,635	0,5483	0,062	-0,326	0,5
11,360	23,073	2,182	-5,454	0,5508	0,052	-0,130	0,5
11,400	23,143	2,182	2,727	0,5525	0,052	0,065	0,5
11,440	23,248	2,400	-2,727	0,5550	0,057	-0,065	0,5
11,480	23,335	1,963	-8,181	0,5571	0,047	-0,195	0,5
11,520	23,405	1,745	-8,181	0,5587	0,042	-0,195	0,5
11,560	23,475	1,309	-5,454	0,5604	0,031	-0,130	0,8
11,600	23,510	1,309	16,362	0,5612	0,031	0,391	0,5
11,640	23,579	2,618	24,544	0,5629	0,062	0,586	0,5
11,680	23,719	3,272	5,454	0,5662	0,078	0,130	0,6
