Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1
2,520;57,15;-5,201;-2,182;-10,908;-0,1242;-0,052;-0,260
2,540;57,41;-5,253;-3,054;-32,725;-0,1254;-0,073;-0,781
2,560;57,79;-5,323;-3,491;0,000;-0,1271;-0,083;-8,674E-15
2,580;58,09;-5,393;-3,054;21,817;-0,1288;-0,073;0,521
2,600;58,35;-5,445;-2,618;10,908;-0,1300;-0,062;0,260
2,620;58,76;-5,498;-2,618;-32,725;-0,1312;-0,062;-0,781
2,640;59,12;-5,550;-3,927;-76,358;-0,1325;-0,094;-1,823
2,660;59,54;-5,655;-5,672;-10,908;-0,1350;-0,135;-0,260
2,680;59,84;-5,777;-4,363;65,450;-0,1379;-0,104;1,563
2,700;60,28;-5,829;-3,054;32,725;-0,1392;-0,073;0,781
2,720;60,67;-5,899;-3,054;0,000;-0,1408;-0,073;-1,735E-14
2,740;61,10;-5,952;-3,054;5,551E-13;-0,1421;-0,073;-1,735E-14
2,760;61,65;-6,021;-3,054;0,000;-0,1437;-0,073;0,000
2,780;62,05;-6,074;-3,054;-10,908;-0,1450;-0,073;-0,260
2,800;62,48;-6,144;-3,491;-10,908;-0,1467;-0,083;-0,260
2,820;62,79;-6,213;-3,491;-10,908;-0,1483;-0,083;-0,260
2,840;63,21;-6,283;-3,927;-10,908;-0,1500;-0,094;-0,260
2,860;63,52;-6,370;-3,927;10,908;-0,1521;-0,094;0,260
2,880;63,95;-6,440;-3,491;32,725;-0,1537;-0,083;0,781
2,900;64,23;-6,510;-2,618;43,633;-0,1554;-0,062;1,042
2,920;64,54;-6,545;-1,745;0,000;-0,1562;-0,042;0,000
2,940;64,79;-6,580;-2,618;-32,725;-0,1571;-0,062;-0,781
2,960;65,03;-6,650;-3,054;5,551E-13;-0,1588;-0,073;1,735E-14
2,980;65,33;-6,702;-2,618;-10,908;-0,1600;-0,062;-0,260
3,000;65,54;-6,754;-3,491;-43,633;-0,1612;-0,083;-1,042
3,020;65,72;-6,842;-4,363;10,908;-0,1633;-0,104;0,260
3,040;65,86;-6,929;-3,054;65,450;-0,1654;-0,073;1,562
3,060;66,03;-6,964;-1,745;21,817;-0,1662;-0,042;0,521
3,080;66,16;-6,999;-2,182;-32,725;-0,1671;-0,052;-0,781
3,100;66,22;-7,051;-3,054;-43,633;-0,1683;-0,073;-1,042
3,120;66,22;-7,121;-3,927;-21,817;-0,1700;-0,094;-0,521
3,140;66,37;-7,208;-3,927;21,817;-0,1721;-0,094;0,521
3,160;66,51;-7,278;-3,054;21,817;-0,1737;-0,073;0,521
3,180;66,63;-7,330;-3,054;-21,817;-0,1750;-0,073;-0,521
3,200;66,69;-7,400;-3,927;-32,725;-0,1767;-0,094;-0,781
3,220;66,73;-7,487;-4,363;0,000;-0,1787;-0,104;0,000
3,240;66,75;-7,575;-3,927;10,908;-0,1808;-0,094;0,260
3,260;66,80;-7,645;-3,927;5,551E-13;-0,1825;-0,094;0,000
3,280;66,84;-7,732;-3,927;-10,908;-0,1846;-0,094;-0,260
3,300;66,88;-7,802;-4,363;-21,817;-0,1862;-0,104;-0,521
3,320;66,88;-7,906;-4,800;-21,817;-0,1887;-0,115;-0,521
3,340;66,87;-7,994;-5,236;-10,908;-0,1908;-0,125;-0,260
3,360;66,88;-8,116;-5,236;10,908;-0,1937;-0,125;0,260
3,380;66,82;-8,203;-4,800;21,817;-0,1958;-0,115;0,521
3,400;66,70;-8,308;-4,363;32,725;-0,1983;-0,104;0,781
3,420;66,56;-8,378;-3,491;32,725;-0,2000;-0,083;0,781
3,440;66,31;-8,447;-3,054;0,000;-0,2017;-0,073;0,000
3,460;66,08;-8,500;-3,491;-21,817;-0,2029;-0,083;-0,521
3,480;65,74;-8,587;-3,927;-10,908;-0,2050;-0,094;-0,260
3,500;65,52;-8,657;-3,927;-21,817;-0,2067;-0,094;-0,521
3,520;65,21;-8,744;-4,800;-32,725;-0,2088;-0,115;-0,781
3,540;64,94;-8,849;-5,236;-10,908;-0,2112;-0,125;-0,260
3,560;64,49;-8,954;-5,236;1,110E-12;-0,2137;-0,125;1,735E-14
3,580;64,14;-9,058;-5,236;1,110E-12;-0,2162;-0,125;1,735E-14
3,600;63,74;-9,163;-5,236;10,908;-0,2187;-0,125;0,260
3,620;63,15;-9,268;-4,800;10,908;-0,2212;-0,115;0,260
3,640;62,61;-9,355;-4,800;10,908;-0,2233;-0,115;0,260
3,660;61,90;-9,460;-4,363;32,725;-0,2258;-0,104;0,781
3,680;61,38;-9,529;-3,491;21,817;-0,2275;-0,083;0,521
3,700;60,65;-9,599;-3,491;-21,817;-0,2292;-0,083;-0,521
3,720;60,08;-9,669;-4,363;-54,542;-0,2308;-0,104;-1,302
3,740;59,43;-9,774;-5,672;-32,725;-0,2333;-0,135;-0,781
3,760;59,03;-9,896;-5,672;10,908;-0,2362;-0,135;0,260
3,780;58,68;-10,001;-5,236;21,817;-0,2387;-0,125;0,521
3,800;58,11;-10,105;-4,800;-10,908;-0,2412;-0,115;-0,260
3,820;57,73;-10,193;-5,672;-43,633;-0,2433;-0,135;-1,042
3,840;57,20;-10,332;-6,545;-10,908;-0,2467;-0,156;-0,260
3,860;56,81;-10,455;-6,109;21,817;-0,2496;-0,146;0,521
3,880;56,33;-10,577;-5,672;54,542;-0,2525;-0,135;1,302
3,900;56,00;-10,681;-3,927;65,450;-0,2550;-0,094;1,563
3,920;55,69;-10,734;-3,054;10,908;-0,2562;-0,073;0,260
3,940;55,30;-10,804;-3,491;10,908;-0,2579;-0,083;0,260
3,960;55,08;-10,873;-2,618;32,725;-0,2596;-0,062;0,781
3,980;54,85;-10,908;-2,182;10,908;-0,2604;-0,052;0,260
4,000;54,69;-10,961;-2,182;-1,110E-12;-0,2617;-0,052;0,000
4,020;54,51;-10,996;-2,182;-10,908;-0,2625;-0,052;-0,260
4,040;54,33;-11,048;-2,618;-21,817;-0,2637;-0,062;-0,521
4,060;54,24;-11,100;-3,054;-10,908;-0,2650;-0,073;-0,260
4,080;54,14;-11,170;-3,054;32,725;-0,2667;-0,073;0,781
4,100;54,12;-11,222;-1,745;54,542;-0,2679;-0,042;1,302
4,120;54,05;-11,240;-0,873;32,725;-0,2683;-0,021;0,781
4,140;54,01;-11,257;-0,436;21,817;-0,2687;-0,010;0,521
4,160;53,96;-11,257;0,000;10,908;-0,2687;0,000;0,260
4,180;53,94;-11,257;0,000;0,000;-0,2687;0,000;0,000
4,200;53,92;-11,257;0,000;0,000;-0,2687;0,000;0,000
4,220;53,87;-11,257;0,000;10,908;-0,2687;0,000;0,260
4,240;53,88;-11,257;0,436;10,908;-0,2687;0,010;0,260
4,260;53,86;-11,240;0,436;-10,908;-0,2683;0,010;-0,260
4,280;53,81;-11,240;0,000;-10,908;-0,2683;0,000;-0,260
4,300;53,82;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,320;53,84;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,340;53,84;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,360;53,82;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,380;53,83;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,400;53,84;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,420;53,82;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,440;53,86;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,460;53,88;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,480;53,82;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,500;53,80;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,520;53,81;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,540;53,85;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,560;53,87;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,580;53,90;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,600;53,82;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,620;53,82;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,640;53,80;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,660;53,81;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,680;53,83;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,700;53,82;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,720;53,82;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,740;53,83;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,760;53,84;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,780;53,80;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,800;53,80;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,820;53,79;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,840;53,81;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,860;53,85;-11,240;0,000;0,000;-0,2683;0,000;0,000
4,880;53,87;-11,240;0,000;;-0,2683;0,000;
