Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1
Tiempo (s);Intensidad relativa (%);ángulo (rad);Vector velocidad angular (rad/s);Aceleración angular (rad/s²);Posición (m);Vector velocidad (m/s);Aceleración (m/s²)
2,520;69,33;-3,683;-4,363;0,000;-0,0879;-0,104;0,000
2,540;69,35;-3,770;-4,363;10,908;-0,0900;-0,104;0,260
2,560;69,40;-3,857;-3,927;2,887E-13;-0,0921;-0,094;0,000
2,580;69,41;-3,927;-4,363;-10,908;-0,0937;-0,104;-0,260
2,600;69,44;-4,032;-4,363;10,908;-0,0962;-0,104;0,260
2,620;69,44;-4,102;-3,927;-21,817;-0,0979;-0,094;-0,521
2,640;69,47;-4,189;-5,236;-43,633;-0,1000;-0,125;-1,042
2,660;69,46;-4,311;-5,672;21,817;-0,1029;-0,135;0,521
2,680;69,44;-4,416;-4,363;43,633;-0,1054;-0,104;1,042
2,700;69,46;-4,485;-3,927;-10,908;-0,1071;-0,094;-0,260
2,720;69,54;-4,573;-4,800;-43,633;-0,1092;-0,115;-1,042
2,740;69,60;-4,677;-5,672;-10,908;-0,1117;-0,135;-0,260
2,760;69,65;-4,800;-5,236;21,817;-0,1146;-0,125;0,521
2,780;69,72;-4,887;-4,800;-1,998E-12;-0,1167;-0,115;-4,337E-14
2,800;69,82;-4,992;-5,236;-10,908;-0,1192;-0,125;-0,260
2,820;69,92;-5,096;-5,236;1,998E-12;-0,1217;-0,125;4,337E-14
2,840;69,96;-5,201;-5,236;10,908;-0,1242;-0,125;0,260
2,860;70,00;-5,306;-4,800;21,817;-0,1267;-0,115;0,521
2,880;70,20;-5,393;-4,363;10,908;-0,1288;-0,104;0,260
2,900;70,31;-5,480;-4,363;0,000;-0,1308;-0,104;1,735E-14
2,920;70,43;-5,568;-4,363;0,000;-0,1329;-0,104;-1,735E-14
2,940;70,69;-5,655;-4,363;10,908;-0,1350;-0,104;0,260
2,960;70,88;-5,742;-3,927;21,817;-0,1371;-0,094;0,521
2,980;71,05;-5,812;-3,491;0,000;-0,1387;-0,083;0,000
3,000;71,33;-5,882;-3,927;-5,551E-13;-0,1404;-0,094;0,000
3,020;71,55;-5,969;-3,491;10,908;-0,1425;-0,083;0,260
3,040;71,76;-6,021;-3,491;-21,817;-0,1437;-0,083;-0,521
3,060;72,06;-6,109;-4,363;-32,725;-0,1458;-0,104;-0,781
3,080;72,35;-6,196;-4,800;-21,817;-0,1479;-0,115;-0,521
3,100;72,75;-6,301;-5,236;5,551E-13;-0,1504;-0,125;-1,735E-14
3,120;73,04;-6,405;-4,800;32,725;-0,1529;-0,115;0,781
3,140;73,41;-6,493;-3,927;21,817;-0,1550;-0,094;0,521
3,160;74,03;-6,562;-3,927;-10,908;-0,1567;-0,094;-0,260
3,180;74,57;-6,650;-4,363;5,551E-13;-0,1588;-0,104;1,735E-14
3,200;75,07;-6,737;-3,927;10,908;-0,1608;-0,094;0,260
3,220;75,78;-6,807;-3,927;10,908;-0,1625;-0,094;0,260
3,240;76,36;-6,894;-3,491;10,908;-0,1646;-0,083;0,260
3,260;77,20;-6,946;-3,491;-10,908;-0,1658;-0,083;-0,260
3,280;77,89;-7,034;-3,927;10,908;-0,1679;-0,094;0,260
3,300;78,59;-7,103;-3,054;10,908;-0,1696;-0,073;0,260
3,320;79,47;-7,156;-3,491;-21,817;-0,1708;-0,083;-0,521
3,340;80,17;-7,243;-3,927;-21,817;-0,1729;-0,094;-0,521
3,360;80,86;-7,313;-4,363;-21,817;-0,1746;-0,104;-0,521
3,380;81,83;-7,418;-4,800;0,000;-0,1771;-0,115;-1,735E-14
3,400;82,50;-7,505;-4,363;21,817;-0,1792;-0,104;0,521
3,420;83,31;-7,592;-3,927;21,817;-0,1812;-0,094;0,521
3,440;83,98;-7,662;-3,491;0,000;-0,1829;-0,083;-1,735E-14
3,460;84,72;-7,732;-3,927;-21,817;-0,1846;-0,094;-0,521
3,480;85,68;-7,819;-4,363;5,551E-13;-0,1867;-0,104;0,000
3,500;86,32;-7,906;-3,927;10,908;-0,1887;-0,094;0,260
3,520;86,93;-7,976;-3,927;-10,908;-0,1904;-0,094;-0,260
3,540;87,71;-8,063;-4,363;-10,908;-0,1925;-0,104;-0,260
3,560;88,23;-8,151;-4,363;1,110E-12;-0,1946;-0,104;1,735E-14
3,580;88,77;-8,238;-4,363;-10,908;-0,1967;-0,104;-0,260
3,600;89,38;-8,325;-4,800;-10,908;-0,1987;-0,115;-0,260
3,620;89,77;-8,430;-4,800;-10,908;-0,2012;-0,115;-0,260
3,640;90,19;-8,517;-5,236;-10,908;-0,2033;-0,125;-0,260
3,660;90,73;-8,639;-5,236;0,000;-0,2062;-0,125;0,000
3,680;91,09;-8,727;-5,236;-10,908;-0,2083;-0,125;-0,260
3,700;91,38;-8,849;-5,672;0,000;-0,2112;-0,135;0,000
3,720;91,79;-8,954;-5,236;21,817;-0,2137;-0,125;0,521
3,740;92,07;-9,058;-4,800;21,817;-0,2162;-0,115;0,521
3,760;92,22;-9,146;-4,363;10,908;-0,2183;-0,104;0,260
3,780;92,38;-9,233;-4,363;-1,110E-12;-0,2204;-0,104;-1,735E-14
3,800;92,50;-9,320;-4,363;-10,908;-0,2225;-0,104;-0,260
3,820;92,41;-9,407;-4,800;-10,908;-0,2246;-0,115;-0,260
3,840;92,19;-9,512;-4,800;21,817;-0,2271;-0,115;0,521
3,860;92,08;-9,599;-3,927;21,817;-0,2292;-0,094;0,521
3,880;92,00;-9,669;-3,927;-32,725;-0,2308;-0,094;-0,781
3,900;91,77;-9,756;-5,236;-43,633;-0,2329;-0,125;-1,042
3,920;91,46;-9,879;-5,672;-10,908;-0,2358;-0,135;-0,260
3,940;91,14;-9,983;-5,672;-32,725;-0,2383;-0,135;-0,781
3,960;90,67;-10,105;-6,981;-21,817;-0,2412;-0,167;-0,521
3,980;90,26;-10,263;-6,545;54,542;-0,2450;-0,156;1,302
4,000;89,72;-10,367;-4,800;54,542;-0,2475;-0,115;1,302
4,020;88,69;-10,455;-4,363;21,817;-0,2496;-0,104;0,521
4,040;87,77;-10,542;-3,927;21,817;-0,2517;-0,094;0,521
4,060;86,86;-10,612;-3,491;-3,286E-12;-0,2533;-0,083;-8,674E-14
4,080;85,65;-10,681;-3,927;-32,725;-0,2550;-0,094;-0,781
4,100;84,81;-10,769;-4,800;-65,450;-0,2571;-0,115;-1,562
4,120;84,00;-10,873;-6,545;-65,450;-0,2596;-0,156;-1,562
