Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1;Serie N.º 1
1,420;58,82;-0,297;-3,054;-43,633;-0,0071;-0,073;-1,042
1,440;58,80;-0,367;-3,491;-10,908;-0,0087;-0,083;-0,260
1,460;58,78;-0,436;-3,491;10,908;-0,0104;-0,083;0,260
1,480;58,78;-0,506;-3,054;32,725;-0,0121;-0,073;0,781
1,500;58,76;-0,559;-2,182;32,725;-0,0133;-0,052;0,781
1,520;58,72;-0,593;-1,745;10,908;-0,0142;-0,042;0,260
1,540;58,74;-0,628;-1,745;-21,817;-0,0150;-0,042;-0,521
1,560;58,78;-0,663;-2,618;-32,725;-0,0158;-0,062;-0,781
1,580;58,83;-0,733;-3,054;-7,772E-14;-0,0175;-0,073;0,000
1,600;58,81;-0,785;-2,618;10,908;-0,0188;-0,062;0,260
1,620;58,79;-0,838;-2,618;10,908;-0,0200;-0,062;0,260
1,640;58,77;-0,890;-2,182;21,817;-0,0212;-0,052;0,521
1,660;58,76;-0,925;-1,745;21,817;-0,0221;-0,042;0,521
1,680;58,72;-0,960;-1,309;10,908;-0,0229;-0,031;0,260
1,700;58,76;-0,977;-1,309;-32,725;-0,0233;-0,031;-0,781
1,720;58,76;-1,012;-2,618;-54,542;-0,0242;-0,062;-1,302
1,740;58,77;-1,082;-3,491;-21,817;-0,0258;-0,083;-0,521
1,760;58,78;-1,152;-3,491;21,817;-0,0275;-0,083;0,521
1,780;58,78;-1,222;-2,618;54,542;-0,0292;-0,062;1,302
1,800;58,84;-1,257;-1,309;43,633;-0,0300;-0,031;1,042
1,820;58,82;-1,274;-0,873;1,388E-13;-0,0304;-0,021;2,168E-15
1,840;58,79;-1,292;-1,309;-10,908;-0,0308;-0,031;-0,260
1,860;58,80;-1,326;-1,309;-1,388E-13;-0,0317;-0,031;-2,168E-15
1,880;58,79;-1,344;-1,309;-10,908;-0,0321;-0,031;-0,260
1,900;58,77;-1,379;-1,745;-1,776E-13;-0,0329;-0,042;-4,337E-15
1,920;58,78;-1,414;-1,309;10,908;-0,0337;-0,031;0,260
1,940;58,79;-1,431;-1,309;-21,817;-0,0342;-0,031;-0,521
1,960;58,82;-1,466;-2,182;-43,633;-0,0350;-0,052;-1,042
1,980;58,80;-1,518;-3,054;-21,817;-0,0362;-0,073;-0,521
2,000;58,81;-1,588;-3,054;21,817;-0,0379;-0,073;0,521
2,020;58,79;-1,641;-2,182;21,817;-0,0392;-0,052;0,521
2,040;58,76;-1,676;-2,182;-10,908;-0,0400;-0,052;-0,260
2,060;58,77;-1,728;-2,618;0,000;-0,0412;-0,062;0,000
2,080;58,76;-1,780;-2,182;10,908;-0,0425;-0,052;0,260
2,100;58,72;-1,815;-2,182;-10,908;-0,0433;-0,052;-0,260
2,120;58,74;-1,868;-2,618;-21,817;-0,0446;-0,062;-0,521
2,140;58,76;-1,920;-3,054;-10,908;-0,0458;-0,073;-0,260
2,160;58,78;-1,990;-3,054;21,817;-0,0475;-0,073;0,521
2,180;58,81;-2,042;-2,182;21,817;-0,0487;-0,052;0,521
2,200;58,80;-2,077;-2,182;1,332E-13;-0,0496;-0,052;4,337E-15
2,220;58,81;-2,129;-2,182;21,817;-0,0508;-0,052;0,521
2,240;58,84;-2,164;-1,309;21,817;-0,0517;-0,031;0,521
2,260;58,83;-2,182;-1,309;-21,817;-0,0521;-0,031;-0,521
2,280;58,79;-2,217;-2,182;-32,725;-0,0529;-0,052;-0,781
2,300;58,81;-2,269;-2,618;-32,725;-0,0542;-0,063;-0,781
2,320;58,87;-2,321;-3,491;-43,633;-0,0554;-0,083;-1,042
2,340;58,86;-2,409;-4,363;-32,725;-0,0575;-0,104;-0,781
2,360;58,88;-2,496;-4,800;-10,908;-0,0596;-0,115;-0,260
2,380;58,86;-2,601;-4,800;21,817;-0,0621;-0,115;0,521
2,400;58,83;-2,688;-3,927;43,633;-0,0642;-0,094;1,042
2,420;58,79;-2,758;-3,054;32,725;-0,0658;-0,073;0,781
2,440;58,80;-2,810;-2,618;21,817;-0,0671;-0,062;0,521
2,460;58,81;-2,862;-2,182;32,725;-0,0683;-0,052;0,781
2,480;58,79;-2,897;-1,309;32,725;-0,0692;-0,031;0,781
2,500;58,69;-2,915;-0,873;-2,776E-13;-0,0696;-0,021;0,000
2,520;58,64;-2,932;-1,309;-21,817;-0,0700;-0,031;-0,521
2,540;58,63;-2,967;-1,745;0,000;-0,0708;-0,042;0,000
2,560;58,64;-3,002;-1,309;10,908;-0,0717;-0,031;0,260
2,580;58,71;-3,019;-1,309;-21,817;-0,0721;-0,031;-0,521
2,600;58,70;-3,054;-2,182;-21,817;-0,0729;-0,052;-0,521
2,620;58,66;-3,107;-2,182;0,000;-0,0742;-0,052;-8,674E-15
2,640;58,63;-3,142;-2,182;-10,908;-0,0750;-0,052;-0,260
2,660;58,68;-3,194;-2,618;-10,908;-0,0762;-0,062;-0,260
2,680;58,71;-3,246;-2,618;10,908;-0,0775;-0,062;0,260
2,700;58,70;-3,299;-2,182;21,817;-0,0787;-0,052;0,521
2,720;58,67;-3,334;-1,745;10,908;-0,0796;-0,042;0,260
2,740;58,63;-3,368;-1,745;-2,776E-13;-0,0804;-0,042;0,000
2,760;58,64;-3,403;-1,745;-2,776E-13;-0,0812;-0,042;-8,674E-15
2,780;58,66;-3,438;-1,745;-2,054E-13;-0,0821;-0,042;-1,145E-14
2,800;58,68;-3,473;-1,745;-2,054E-13;-0,0829;-0,042;-2,776E-15
2,820;58,67;-3,508;-1,745;-10,908;-0,0837;-0,042;-0,260
2,840;58,66;-3,543;-2,182;-32,725;-0,0846;-0,052;-0,781
2,860;58,65;-3,595;-3,054;-32,725;-0,0858;-0,073;-0,781
2,880;58,67;-3,665;-3,491;-10,908;-0,0875;-0,083;-0,260
2,900;58,68;-3,735;-3,491;0,000;-0,0892;-0,083;-8,674E-15
2,920;58,66;-3,805;-3,491;10,908;-0,0908;-0,083;0,260
2,940;58,69;-3,875;-3,054;43,633;-0,0925;-0,073;1,042
2,960;58,70;-3,927;-1,745;43,633;-0,0937;-0,042;1,042
2,980;58,67;-3,944;-1,309;-10,908;-0,0942;-0,031;-0,260
3,000;58,67;-3,979;-2,182;-21,817;-0,0950;-0,052;-0,521
3,020;58,69;-4,032;-2,182;-5,551E-13;-0,0962;-0,052;-8,674E-15
3,040;58,70;-4,067;-2,182;-21,817;-0,0971;-0,052;-0,521
3,060;58,73;-4,119;-3,054;-32,725;-0,0983;-0,073;-0,781
3,080;58,72;-4,189;-3,491;-21,817;-0,1000;-0,083;-0,521
3,100;58,72;-4,259;-3,927;-10,908;-0,1017;-0,094;-0,260
3,120;58,72;-4,346;-3,927;10,908;-0,1037;-0,094;0,260
3,140;58,71;-4,416;-3,491;10,908;-0,1054;-0,083;0,260
3,160;58,74;-4,485;-3,491;-5,551E-13;-0,1071;-0,083;-8,674E-15
3,180;58,79;-4,555;-3,491;5,551E-13;-0,1087;-0,083;8,674E-15
3,200;58,83;-4,625;-3,491;21,817;-0,1104;-0,083;0,521
3,220;58,81;-4,695;-2,618;43,633;-0,1121;-0,062;1,042
3,240;58,85;-4,730;-1,745;10,908;-0,1129;-0,042;0,260
3,260;58,84;-4,765;-2,182;-10,908;-0,1137;-0,052;-0,260
3,280;58,91;-4,817;-2,182;-5,551E-13;-0,1150;-0,052;-8,674E-15
3,300;58,95;-4,852;-2,182;-10,908;-0,1158;-0,052;-0,260
3,320;58,97;-4,904;-2,618;-10,908;-0,1171;-0,063;-0,260
3,340;59,02;-4,957;-2,618;1,665E-13;-0,1183;-0,063;2,602E-14
3,360;59,04;-5,009;-2,618;-10,908;-0,1196;-0,062;-0,260
3,380;59,00;-5,061;-3,054;-21,817;-0,1208;-0,073;-0,521
3,400;59,04;-5,131;-3,491;-21,817;-0,1225;-0,083;-0,521
3,420;59,07;-5,201;-3,927;-10,908;-0,1242;-0,094;-0,260
3,440;59,11;-5,288;-3,927;10,908;-0,1262;-0,094;0,260
3,460;59,20;-5,358;-3,491;10,908;-0,1279;-0,083;0,260
3,480;59,29;-5,428;-3,491;-10,908;-0,1296;-0,083;-0,260
3,500;59,38;-5,498;-3,927;-10,908;-0,1312;-0,094;-0,260
3,520;59,49;-5,585;-3,927;10,908;-0,1333;-0,094;0,260
3,540;59,59;-5,655;-3,491;21,817;-0,1350;-0,083;0,521
3,560;59,75;-5,725;-3,054;21,817;-0,1367;-0,073;0,521
3,580;59,90;-5,777;-2,618;21,817;-0,1379;-0,062;0,521
3,600;60,12;-5,829;-2,182;-5,551E-13;-0,1392;-0,052;0,000
3,620;60,27;-5,864;-2,618;-21,817;-0,1400;-0,062;-0,521
3,640;60,43;-5,934;-3,054;-10,908;-0,1417;-0,073;-0,260
3,660;60,55;-5,986;-3,054;-21,817;-0,1429;-0,073;-0,521
3,680;60,72;-6,056;-3,927;-32,725;-0,1446;-0,094;-0,781
3,700;60,94;-6,144;-4,363;0,000;-0,1467;-0,104;1,735E-14
3,720;61,13;-6,231;-3,927;10,908;-0,1487;-0,094;0,260
3,740;61,38;-6,301;-3,927;10,908;-0,1504;-0,094;0,260
3,760;61,56;-6,388;-3,491;32,725;-0,1525;-0,083;0,781
3,780;61,84;-6,440;-2,618;10,908;-0,1537;-0,062;0,260
3,800;62,08;-6,493;-3,054;-10,908;-0,1550;-0,073;-0,260
3,820;62,43;-6,562;-3,054;10,908;-0,1567;-0,073;0,260
3,840;62,68;-6,615;-2,618;10,908;-0,1579;-0,063;0,260
3,860;62,85;-6,667;-2,618;7,216E-13;-0,1592;-0,062;1,735E-14
3,880;63,00;-6,720;-2,618;0,000;-0,1604;-0,062;0,000
3,900;63,13;-6,772;-2,618;-10,908;-0,1617;-0,062;-0,260
3,920;63,28;-6,824;-3,054;-21,817;-0,1629;-0,073;-0,521
3,940;63,43;-6,894;-3,491;-21,817;-0,1646;-0,083;-0,521
3,960;63,67;-6,964;-3,927;-21,817;-0,1662;-0,094;-0,521
3,980;63,80;-7,051;-4,363;10,908;-0,1683;-0,104;0,260
4,000;63,95;-7,138;-3,491;43,633;-0,1704;-0,083;1,042
4,020;64,15;-7,191;-2,618;21,817;-0,1717;-0,062;0,521
4,040;64,41;-7,243;-2,618;0,000;-0,1729;-0,062;0,000
4,060;64,54;-7,295;-2,618;-10,908;-0,1742;-0,062;-0,260
4,080;64,68;-7,348;-3,054;-32,725;-0,1754;-0,073;-0,781
4,100;64,81;-7,418;-3,927;-43,633;-0,1771;-0,094;-1,042
4,120;64,85;-7,505;-4,800;-43,633;-0,1792;-0,115;-1,042
4,140;64,92;-7,610;-5,672;-32,725;-0,1817;-0,135;-0,781
4,160;65,05;-7,732;-6,109;0,000;-0,1846;-0,146;0,000
4,180;65,25;-7,854;-5,672;10,908;-0,1875;-0,135;0,260
4,200;65,41;-7,959;-5,672;-10,908;-0,1900;-0,135;-0,260
4,220;65,57;-8,081;-6,109;-5,551E-13;-0,1929;-0,146;-1,735E-14
4,240;65,68;-8,203;-5,672;21,817;-0,1958;-0,135;0,521
4,260;65,85;-8,308;-5,236;21,817;-0,1983;-0,125;0,521
4,280;65,97;-8,412;-4,800;21,817;-0,2008;-0,115;0,521
4,300;66,00;-8,500;-4,363;21,817;-0,2029;-0,104;0,521
4,320;66,03;-8,587;-3,927;21,817;-0,2050;-0,094;0,521
4,340;66,05;-8,657;-3,491;10,908;-0,2067;-0,083;0,260
4,360;66,01;-8,727;-3,491;0,000;-0,2083;-0,083;0,000
4,380;65,96;-8,796;-3,491;-10,908;-0,2100;-0,083;-0,260
4,400;65,85;-8,866;-3,927;-32,725;-0,2117;-0,094;-0,781
4,420;65,80;-8,954;-4,800;-54,542;-0,2137;-0,115;-1,302
4,440;65,70;-9,058;-6,109;-65,450;-0,2162;-0,146;-1,562
4,460;65,58;-9,198;-7,418;-32,725;-0,2196;-0,177;-0,781
4,480;65,37;-9,355;-7,418;10,908;-0,2233;-0,177;0,260
4,500;65,16;-9,495;-6,981;10,908;-0,2267;-0,167;0,260
4,520;64,81;-9,634;-6,981;0,000;-0,2300;-0,167;-1,735E-14
4,540;64,54;-9,774;-6,981;10,908;-0,2333;-0,167;0,260
4,560;64,12;-9,913;-6,545;21,817;-0,2367;-0,156;0,521
4,580;63,74;-10,036;-6,109;0,000;-0,2396;-0,146;0,000
4,600;63,21;-10,158;-6,545;-10,908;-0,2425;-0,156;-0,260
4,620;62,80;-10,297;-6,545;21,817;-0,2458;-0,156;0,521
4,640;62,32;-10,420;-5,672;43,633;-0,2487;-0,135;1,042
4,660;61,95;-10,524;-4,800;32,725;-0,2512;-0,115;0,781
4,680;61,59;-10,612;-4,363;10,908;-0,2533;-0,104;0,260
4,700;61,14;-10,699;-4,363;-10,908;-0,2554;-0,104;-0,260
4,720;60,85;-10,786;-4,800;-21,817;-0,2575;-0,115;-0,521
4,740;60,53;-10,891;-5,236;0,000;-0,2600;-0,125;3,469E-14
4,760;60,36;-10,996;-4,800;10,908;-0,2625;-0,115;0,260
4,780;60,28;-11,083;-4,800;10,908;-0,2646;-0,115;0,260
4,800;60,14;-11,188;-4,363;54,542;-0,2671;-0,104;1,302
4,820;59,91;-11,257;-2,618;43,633;-0,2687;-0,062;1,042
4,840;59,76;-11,292;-2,618;-32,725;-0,2696;-0,062;-0,781
4,860;59,68;-11,362;-3,927;-65,450;-0,2713;-0,094;-1,562
4,880;59,53;-11,449;-5,236;-65,450;-0,2733;-0,125;-1,562
4,900;59,44;-11,572;-6,545;-54,542;-0,2762;-0,156;-1,302
4,920;59,33;-11,711;-7,418;-10,908;-0,2796;-0,177;-0,260
4,940;59,23;-11,868;-6,981;32,725;-0,2833;-0,167;0,781
4,960;59,17;-11,990;-6,109;32,725;-0,2862;-0,146;0,781
4,980;59,16;-12,113;-5,672;43,633;-0,2892;-0,135;1,042
5,000;59,10;-12,217;-4,363;65,450;-0,2917;-0,104;1,562
5,020;59,06;-12,287;-3,054;65,450;-0,2933;-0,073;1,562
5,040;59,02;-12,339;-1,745;65,450;-0,2946;-0,042;1,562
5,060;59,02;-12,357;-0,436;43,633;-0,2950;-0,010;1,042
5,080;58,98;-12,357;0,000;10,908;-0,2950;0,000;0,260
5,100;58,96;-12,357;0,000;0,000;-0,2950;0,000;0,000
5,120;58,93;-12,357;0,000;-10,908;-0,2950;0,000;-0,260
5,140;58,91;-12,357;-0,436;-10,908;-0,2950;-0,010;-0,260
5,160;58,91;-12,374;-0,436;10,908;-0,2954;-0,010;0,260
5,180;58,87;-12,374;0,000;10,908;-0,2954;0,000;0,260
5,200;58,86;-12,374;0,000;0,000;-0,2954;0,000;0,000
5,220;58,89;-12,374;0,000;0,000;-0,2954;0,000;0,000
5,240;58,88;-12,374;0,000;0,000;-0,2954;0,000;0,000
5,260;58,89;-12,374;0,000;0,000;-0,2954;0,000;0,000
5,280;58,90;-12,374;0,000;0,000;-0,2954;0,000;0,000
5,300;58,91;-12,374;0,000;0,000;-0,2954;0,000;0,000
5,320;58,96;-12,374;0,000;0,000;-0,2954;0,000;0,000
5,340;58,98;-12,374;0,000;0,000;-0,2954;0,000;0,000
5,360;58,96;-12,374;0,000;;-0,2954;0,000;
