Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
33,950	8,360	-5,760	8,727	0,1996	-0,137	0,208	0,8
34,000	8,081	-5,236	8,727	0,1929	-0,125	0,208	0,8
34,050	7,837	-4,887	6,981	0,1871	-0,117	0,167	0,8
34,100	7,592	-4,538	5,236	0,1812	-0,108	0,125	1,0
34,150	7,383	-4,363	5,236	0,1762	-0,104	0,125	0,9
34,200	7,156	-4,014	5,236	0,1708	-0,096	0,125	1,1
34,250	6,981	-3,840	0,000	0,1667	-0,092	0,000	1,1
34,300	6,772	-4,014	3,491	0,1617	-0,096	0,083	1,2
34,350	6,580	-3,491	8,727	0,1571	-0,083	0,208	1,2
34,400	6,423	-3,142	3,491	0,1533	-0,075	0,083	1,3
34,450	6,266	-3,142	0,000	0,1496	-0,075	0,000	1,4
34,500	6,109	-3,142	1,745	0,1458	-0,075	0,042	1,4
34,550	5,952	-2,967	-2,323E-12	0,1421	-0,071	-5,052E-14	1,6
34,600	5,812	-3,142	-5,236	0,1387	-0,075	-0,125	1,6
34,650	5,637	-3,491	-5,236	0,1346	-0,083	-0,125	1,8
34,700	5,463	-3,665	-1,745	0,1304	-0,087	-0,042	1,7
34,750	5,271	-3,665	-1,745	0,1258	-0,087	-0,042	2,0
34,800	5,096	-3,840	-3,491	0,1217	-0,092	-0,083	1,8
34,850	4,887	-4,014	3,491	0,1167	-0,096	0,083	2,1
34,900	4,695	-3,491	8,727	0,1121	-0,083	0,208	2,0
34,950	4,538	-3,142	1,745	0,1083	-0,075	0,042	2,4
