Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
16,840	-19,722	-2,182	5,454	-0,4708	-0,052	0,130	3,3
16,880	-19,827	-1,963	13,635	-0,4733	-0,047	0,326	4,0
16,920	-19,879	-1,091	16,362	-0,4746	-0,026	0,391	4,9
16,960	-19,914	-0,654	5,454	-0,4754	-0,016	0,130	6,2
17,000	-19,932	-0,654	3,636E-13	-0,4758	-0,016	0,000	7,4
17,040	-19,967	-0,654	-2,727	-0,4767	-0,016	-0,065	8,1
17,080	-19,984	-0,873	-5,454	-0,4771	-0,021	-0,130	8,6
17,120	-20,036	-1,091	5,454	-0,4783	-0,026	0,130	9,0
17,160	-20,071	-0,436	13,635	-0,4792	-0,010	0,326	9,4
17,200	-20,071	0,000	2,727	-0,4792	0,000	0,065	10,0
17,240	-20,071	-0,218	-2,727	-0,4792	-0,005	-0,065	10,5
17,280	-20,089	-0,218	2,727	-0,4796	-0,005	0,065	10,7
17,320	-20,089	0,000	2,727	-0,4796	0,000	0,065	10,9
17,360	-20,089	0,000	0,000	-0,4796	0,000	0,000	11,0
17,400	-20,089	0,000	-2,727	-0,4796	0,000	-0,065	11,1
17,440	-20,089	-0,218	-2,727	-0,4796	-0,005	-0,065	11,1
17,480	-20,106	-0,218	2,727	-0,4800	-0,005	0,065	11,1
17,520	-20,106	0,000	2,727	-0,4800	0,000	0,065	11,2
17,560	-20,106	0,000	0,000	-0,4800	0,000	0,000	11,3
17,600	-20,106	0,000	0,000	-0,4800	0,000	0,000	11,2
17,640	-20,106	0,000	0,000	-0,4800	0,000	0,000	11,2
17,680	-20,106	0,000	0,000	-0,4800	0,000	0,000	11,2
17,720	-20,106	0,000	-2,727	-0,4800	0,000	-0,065	11,2
17,760	-20,106	-0,218	-5,454	-0,4800	-0,005	-0,130	11,3
17,800	-20,124	-0,436	-2,727	-0,4804	-0,010	-0,065	11,2
17,840	-20,141	-0,436	-3,123E-13	-0,4808	-0,010	-2,884E-15	11,2
17,880	-20,159	-0,436	7,980E-13	-0,4812	-0,010	-2,884E-15	11,3
17,920	-20,176	-0,436	2,727	-0,4817	-0,010	0,065	11,6
17,960	-20,193	-0,218	2,727	-0,4821	-0,005	0,065	11,8
18,000	-20,193	-0,218	-4,337E-13	-0,4821	-0,005	2,895E-15	12,0
18,040	-20,211	-0,218	6,765E-13	-0,4825	-0,005	2,895E-15	12,1
18,080	-20,211	-0,218	4,337E-13	-0,4825	-0,005	-2,895E-15	11,9
18,120	-20,228	-0,218	2,727	-0,4829	-0,005	0,065	12,2
18,160	-20,228	0,000	1,214E-13	-0,4829	0,000	1,157E-14	12,2
18,200	-20,228	-0,218	-2,727	-0,4829	-0,005	-0,065	12,2
18,240	-20,246	-0,218	-6,765E-13	-0,4833	-0,005	-1,157E-14	12,4
18,280	-20,246	-0,218	-6,765E-13	-0,4833	-0,005	-1,157E-14	12,3
18,320	-20,263	-0,218	2,727	-0,4837	-0,005	0,065	12,3
18,360	-20,263	0,000	6,765E-13	-0,4837	0,000	2,895E-15	12,3
18,400	-20,263	-0,218	-5,454	-0,4837	-0,005	-0,130	12,3
18,440	-20,281	-0,436	-2,727	-0,4842	-0,010	-0,065	12,4
18,480	-20,298	-0,436	-2,727	-0,4846	-0,010	-0,065	12,3
18,520	-20,316	-0,654	-5,454	-0,4850	-0,016	-0,130	12,3
18,560	-20,351	-0,873	-10,908	-0,4858	-0,021	-0,260	12,3
18,600	-20,385	-1,527	-19,090	-0,4867	-0,036	-0,456	12,3
18,640	-20,473	-2,400	-10,908	-0,4887	-0,057	-0,260	12,1
18,680	-20,577	-2,400	-2,727	-0,4912	-0,057	-0,065	11,9
18,720	-20,665	-2,618	-2,727	-0,4933	-0,062	-0,065	11,1
18,760	-20,787	-2,618	8,181	-0,4962	-0,062	0,195	9,9
18,800	-20,874	-1,963	10,908	-0,4983	-0,047	0,260	8,3
18,840	-20,944	-1,745	8,181	-0,5000	-0,042	0,195	6,5
18,880	-21,014	-1,309	10,908	-0,5017	-0,031	0,260	5,2
18,920	-21,049	-0,873	-7,272E-13	-0,5025	-0,021	-2,602E-14	4,4
18,960	-21,084	-1,309	-10,908	-0,5033	-0,031	-0,260	3,8
19,000	-21,153	-1,745	-5,454	-0,5050	-0,042	-0,130	3,5
19,040	-21,223	-1,745	2,727	-0,5067	-0,042	0,065	3,2
19,080	-21,293	-1,527	5,454	-0,5083	-0,036	0,130	3,0
19,120	-21,345	-1,309	2,727	-0,5096	-0,031	0,065	2,7
19,160	-21,398	-1,309	7,272E-13	-0,5108	-0,031	0,000	2,6
19,200	-21,450	-1,309	-5,454	-0,5121	-0,031	-0,130	2,6
19,240	-21,502	-1,745	-5,454	-0,5133	-0,042	-0,130	2,5
19,280	-21,590	-1,745	8,181	-0,5154	-0,042	0,195	2,5
19,320	-21,642	-1,091	13,635	-0,5167	-0,026	0,326	2,4
19,360	-21,677	-0,654	5,454	-0,5175	-0,016	0,130	2,4
19,400	-21,694	-0,654	-2,727	-0,5179	-0,016	-0,065	2,4
19,440	-21,729	-0,873	-2,727	-0,5187	-0,021	-0,065	2,4
19,480	-21,764	-0,873	5,551E-13	-0,5196	-0,021	0,000	2,3
19,520	-21,799	-0,873	4,857E-13	-0,5204	-0,021	1,158E-14	2,3
19,560	-21,834	-0,873	-2,727	-0,5213	-0,021	-0,065	2,3
19,600	-21,869	-1,091	-8,181	-0,5221	-0,026	-0,195	2,3
19,640	-21,921	-1,527	-8,181	-0,5233	-0,036	-0,195	2,3
19,680	-21,991	-1,745	1,404E-12	-0,5250	-0,042	2,862E-15	2,3
19,720	-22,061	-1,527	5,454	-0,5267	-0,036	0,130	2,4
19,760	-22,113	-1,309	5,454	-0,5279	-0,031	0,130	2,3
19,800	-22,166	-1,091	5,454	-0,5292	-0,026	0,130	2,3
19,840	-22,201	-0,873	1,160E-12	-0,5300	-0,021	-2,906E-15	2,3
19,880	-22,235	-1,091	-5,454	-0,5308	-0,026	-0,130	2,3
19,920	-22,288	-1,309	-1,160E-12	-0,5321	-0,031	2,906E-15	2,3
19,960	-22,340	-1,091	2,727	-0,5333	-0,026	0,065	2,3
20,000	-22,375	-1,091	-5,454	-0,5342	-0,026	-0,130	2,3
20,040	-22,427	-1,527	-8,181	-0,5354	-0,036	-0,195	2,3
20,080	-22,497	-1,745	-2,727	-0,5371	-0,042	-0,065	2,3
20,120	-22,567	-1,745	-5,454	-0,5387	-0,042	-0,130	2,3
20,160	-22,637	-2,182	-13,635	-0,5404	-0,052	-0,326	2,4
20,200	-22,742	-2,836	-10,908	-0,5429	-0,068	-0,260	2,5
20,240	-22,864	-3,054	-5,454	-0,5458	-0,073	-0,130	2,6
20,280	-22,986	-3,272	-5,454	-0,5487	-0,078	-0,130	2,9
20,320	-23,126	-3,491	1,815E-12	-0,5521	-0,083	2,602E-14	3,3
20,360	-23,265	-3,272	2,727	-0,5554	-0,078	0,065	3,9
20,400	-23,387	-3,272	2,727	-0,5583	-0,078	0,065	4,6
20,440	-23,527	-3,054	10,908	-0,5617	-0,073	0,260	5,1
20,480	-23,632	-2,400	13,635	-0,5642	-0,057	0,326	5,1
20,520	-23,719	-1,963	2,727	-0,5662	-0,047	0,065	4,8
20,560	-23,789	-2,182	-8,181	-0,5679	-0,052	-0,195	4,3
20,600	-23,894	-2,618	-5,454	-0,5704	-0,062	-0,130	3,8
20,640	-23,998	-2,618	-2,727	-0,5729	-0,062	-0,065	3,4
20,680	-24,103	-2,836	1,454E-12	-0,5754	-0,068	1,735E-14	3,1
20,720	-24,225	-2,618	2,727	-0,5783	-0,062	0,065	3,1
20,760	-24,312	-2,618	-2,727	-0,5804	-0,062	-0,065	3,3
20,800	-24,435	-2,836	5,454	-0,5833	-0,068	0,130	4,0
20,840	-24,539	-2,182	13,635	-0,5858	-0,052	0,326	4,9
20,880	-24,609	-1,745	8,181	-0,5875	-0,042	0,195	6,1
20,920	-24,679	-1,527	5,454	-0,5892	-0,036	0,130	7,2
20,960	-24,731	-1,309	-8,493E-13	-0,5904	-0,031	-2,021E-14	7,9
21,000	-24,784	-1,527	-5,454	-0,5917	-0,036	-0,130	8,2
21,040	-24,853	-1,745	-5,454	-0,5933	-0,042	-0,130	8,3
21,080	-24,923	-1,963	-1,527E-12	-0,5950	-0,047	-2,316E-14	8,3
21,120	-25,011	-1,745	5,454	-0,5971	-0,042	0,130	8,0
21,160	-25,063	-1,527	2,727	-0,5983	-0,036	0,065	7,6
21,200	-25,133	-1,527	-5,454	-0,6000	-0,036	-0,130	7,1
21,240	-25,185	-1,963	-13,635	-0,6012	-0,047	-0,326	6,4
21,280	-25,290	-2,618	-2,727	-0,6038	-0,063	-0,065	6,0
21,320	-25,395	-2,182	5,454	-0,6062	-0,052	0,130	5,5
21,360	-25,464	-2,182	2,727	-0,6079	-0,052	0,065	4,8
21,400	-25,569	-1,963	10,908	-0,6104	-0,047	0,260	4,0
21,440	-25,621	-1,309	8,181	-0,6117	-0,031	0,195	3,6
21,480	-25,674	-1,309	-2,727	-0,6129	-0,031	-0,065	3,3
21,520	-25,726	-1,527	-5,454	-0,6142	-0,036	-0,130	3,0
21,560	-25,796	-1,745	2,727	-0,6158	-0,042	0,065	2,8
21,600	-25,866	-1,309	10,908	-0,6175	-0,031	0,260	2,7
21,640	-25,901	-0,873	8,181	-0,6183	-0,021	0,195	2,6
21,680	-25,936	-0,654	2,727	-0,6192	-0,016	0,065	2,4
21,720	-25,953	-0,654	-5,454	-0,6196	-0,016	-0,130	2,4
21,760	-25,988	-1,091	-8,181	-0,6204	-0,026	-0,195	2,3
21,800	-26,040	-1,309	-2,727	-0,6217	-0,031	-0,065	2,3
21,840	-26,093	-1,309	-5,454	-0,6229	-0,031	-0,130	2,3
21,880	-26,145	-1,745	-8,181	-0,6242	-0,042	-0,195	2,2
21,920	-26,232	-1,963	2,727	-0,6262	-0,047	0,065	2,2
21,960	-26,302	-1,527	5,454	-0,6279	-0,036	0,130	2,1
22,000	-26,354	-1,527	8,493E-13	-0,6292	-0,036	2,021E-14	2,1
22,040	-26,424	-1,527	2,727	-0,6308	-0,036	0,065	2,1
22,080	-26,477	-1,309	-1,404E-12	-0,6321	-0,031	-2,021E-14	2,1
22,120	-26,529	-1,527	-2,727	-0,6333	-0,036	-0,065	2,0
22,160	-26,599	-1,527	2,727	-0,6350	-0,036	0,065	1,9
22,200	-26,651	-1,309	8,181	-0,6362	-0,031	0,195	2,0
22,240	-26,704	-0,873	8,181	-0,6375	-0,021	0,195	1,9
22,280	-26,721	-0,654	-8,181	-0,6379	-0,016	-0,195	1,9
22,320	-26,756	-1,527	-19,090	-0,6387	-0,036	-0,456	1,9
22,360	-26,843	-2,182	-5,454	-0,6408	-0,052	-0,130	1,9
22,400	-26,930	-1,963	10,908	-0,6429	-0,047	0,260	1,9
22,440	-27,000	-1,309	10,908	-0,6446	-0,031	0,260	1,9
22,480	-27,035	-1,091	2,727	-0,6454	-0,026	0,065	1,9
22,520	-27,088	-1,091	2,727	-0,6467	-0,026	0,065	1,9
22,560	-27,122	-0,873	2,727	-0,6475	-0,021	0,065	1,9
22,600	-27,157	-0,873	2,727	-0,6483	-0,021	0,065	1,9
22,640	-27,192	-0,654	5,454	-0,6492	-0,016	0,130	1,9
22,680	-27,210	-0,436	2,727	-0,6496	-0,010	0,065	1,9
22,720	-27,227	-0,436	-5,454	-0,6500	-0,010	-0,130	2,0
22,760	-27,245	-0,873	-10,908	-0,6504	-0,021	-0,260	1,9
22,800	-27,297	-1,309	-8,181	-0,6517	-0,031	-0,195	2,0
22,840	-27,349	-1,527	-5,454	-0,6529	-0,036	-0,130	2,0
22,880	-27,419	-1,745	-2,727	-0,6546	-0,042	-0,065	2,0
22,920	-27,489	-1,745	5,454	-0,6562	-0,042	0,130	2,0
22,960	-27,559	-1,309	10,908	-0,6579	-0,031	0,260	2,0
23,000	-27,594	-0,873	8,181	-0,6587	-0,021	0,195	2,0
23,040	-27,629	-0,654	1,041E-12	-0,6596	-0,016	1,158E-14	2,0
23,080	-27,646	-0,873	-8,181	-0,6600	-0,021	-0,195	1,9
23,120	-27,698	-1,309	-5,454	-0,6612	-0,031	-0,130	2,0
23,160	-27,751	-1,309	7,272E-13	-0,6625	-0,031	3,469E-14	2,0
23,200	-27,803	-1,309	-5,454	-0,6637	-0,031	-0,130	2,0
23,240	-27,855	-1,745	-8,181	-0,6650	-0,042	-0,195	2,0
23,280	-27,943	-1,963	-5,454	-0,6671	-0,047	-0,130	1,9
23,320	-28,013	-2,182	2,727	-0,6687	-0,052	0,065	1,9
23,360	-28,117	-1,745	19,090	-0,6712	-0,042	0,456	1,9
23,400	-28,152	-0,654	19,090	-0,6721	-0,016	0,456	1,9
23,440	-28,170	-0,218	8,181	-0,6725	-0,005	0,195	1,9
23,480	-28,170	0,000	2,727	-0,6725	0,000	0,065	1,9
23,520	-28,170	0,000	0,000	-0,6725	0,000	0,000	1,8
23,560	-28,170	0,000	0,000	-0,6725	0,000	0,000	1,8
23,600	-28,170	0,000	0,000	-0,6725	0,000	0,000	1,9
23,640	-28,170	0,000	2,727	-0,6725	0,000	0,065	1,9
23,680	-28,170	0,218	2,727	-0,6725	0,005	0,065	1,8
23,720	-28,152	0,218	-2,727	-0,6721	0,005	-0,065	1,9
23,760	-28,152	0,000	-2,727	-0,6721	0,000	-0,065	1,8
23,800	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
23,840	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,9
23,880	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
23,920	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
23,960	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,000	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,040	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,080	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,120	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,160	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,9
24,200	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,240	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,280	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,320	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,360	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,400	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,440	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,480	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,520	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,560	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,600	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,640	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,680	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,720	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,760	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,9
24,800	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,840	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,880	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,9
24,920	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
24,960	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
25,000	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
25,040	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,8
25,080	-28,152	0,000	0,000	-0,6721	0,000	0,000	1,9
25,120	-28,152	0,000	-2,727	-0,6721	0,000	-0,065	1,9
25,160	-28,152	-0,218	-5,454	-0,6721	-0,005	-0,130	1,8
25,200	-28,170	-0,436	-8,181	-0,6725	-0,010	-0,195	1,8
25,240	-28,187	-0,873	-27,271	-0,6729	-0,021	-0,651	1,8
25,280	-28,239	-2,618	-38,179	-0,6742	-0,063	-0,911	1,8
25,320	-28,397	-3,927	-8,181	-0,6779	-0,094	-0,195	1,8
25,360	-28,554	-3,272	19,090	-0,6817	-0,078	0,456	1,7
25,400	-28,658	-2,400	19,090	-0,6842	-0,057	0,456	1,7
25,440	-28,746	-1,745	21,817	-0,6862	-0,042	0,521	1,7
25,480	-28,798	-0,654	21,817	-0,6875	-0,016	0,521	1,7
25,520	-28,798	0,000	8,181	-0,6875	0,000	0,195	1,7
25,560	-28,798	0,000	0,000	-0,6875	0,000	0,000	1,7
25,600	-28,798	0,000	2,727	-0,6875	0,000	0,065	1,7
25,640	-28,798	0,218	2,727	-0,6875	0,005	0,065	1,7
25,680	-28,780	0,218	-2,727	-0,6871	0,005	-0,065	1,8
25,720	-28,780	0,000	-2,727	-0,6871	0,000	-0,065	1,8
25,760	-28,780	0,000	0,000	-0,6871	0,000	0,000	1,8
25,800	-28,780	0,000	0,000	-0,6871	0,000	0,000	1,7
25,840	-28,780	0,000	0,000	-0,6871	0,000	0,000	1,7
25,880	-28,780	0,000	2,727	-0,6871	0,000	0,065	1,7
25,920	-28,780	0,218	2,727	-0,6871	0,005	0,065	1,8
25,960	-28,763	0,218	-2,727	-0,6867	0,005	-0,065	1,8
26,000	-28,763	0,000	-2,727	-0,6867	0,000	-0,065	1,7
26,040	-28,763	0,000	0,000	-0,6867	0,000	0,000	1,7
26,080	-28,763	0,000	0,000	-0,6867	0,000	0,000	1,7
26,120	-28,763	0,000	2,727	-0,6867	0,000	0,065	1,7
26,160	-28,763	0,218	2,727	-0,6867	0,005	0,065	1,7
26,200	-28,746	0,218	4,337E-13	-0,6862	0,005	-2,024E-14	1,8
26,240	-28,746	0,218	2,727	-0,6862	0,005	0,065	1,8
26,280	-28,728	0,436	13,635	-0,6858	0,010	0,326	1,8
26,320	-28,711	1,309	24,544	-0,6854	0,031	0,586	1,8
26,360	-28,623	2,400	16,362	-0,6833	0,057	0,391	1,8
26,400	-28,519	2,618	2,727	-0,6808	0,062	0,065	1,8
26,440	-28,414	2,618	8,993E-13	-0,6783	0,063	5,204E-14	1,8
26,480	-28,309	2,618	-2,010E-12	-0,6758	0,063	-3,469E-14	1,8
26,520	-28,205	2,618	-5,454	-0,6733	0,062	-0,130	1,8
26,560	-28,100	2,182	-8,181	-0,6708	0,052	-0,195	1,9
26,600	-28,030	1,963	2,727	-0,6692	0,047	0,065	1,9
26,640	-27,943	2,400	10,908	-0,6671	0,057	0,260	1,9
26,680	-27,838	2,836	8,181	-0,6646	0,068	0,195	1,9
26,720	-27,716	3,054	-2,126E-12	-0,6617	0,073	-3,764E-14	1,9
26,760	-27,594	2,836	-2,727	-0,6587	0,068	-0,065	1,9
26,800	-27,489	2,836	13,635	-0,6562	0,068	0,326	1,9
26,840	-27,367	3,927	21,817	-0,6533	0,094	0,521	1,9
26,880	-27,175	4,581	2,727	-0,6487	0,109	0,065	1,9
26,920	-27,000	4,145	-5,454	-0,6446	0,099	-0,130	1,9
26,960	-26,843	4,145	2,298E-12	-0,6408	0,099	5,499E-14	1,9
27,000	-26,669	4,145	-10,908	-0,6367	0,099	-0,260	1,9
27,040	-26,512	3,272	-21,817	-0,6329	0,078	-0,521	2,0
27,080	-26,407	2,400	-13,635	-0,6304	0,057	-0,326	2,1
27,120	-26,320	2,182	-2,727	-0,6283	0,052	-0,065	2,1
27,160	-26,232	2,182	-2,727	-0,6262	0,052	-0,065	2,3
27,200	-26,145	1,963	-5,454	-0,6242	0,047	-0,130	2,4
27,240	-26,075	1,745	2,727	-0,6225	0,042	0,065	2,7
27,280	-26,005	2,182	2,727	-0,6208	0,052	0,065	2,9
27,320	-25,901	1,963	-10,908	-0,6183	0,047	-0,260	3,2
27,360	-25,848	1,309	-8,181	-0,6171	0,031	-0,195	3,5
27,400	-25,796	1,309	-5,454	-0,6158	0,031	-0,130	4,0
27,440	-25,744	0,873	-8,181	-0,6146	0,021	-0,195	4,4
27,480	-25,726	0,654	-2,727	-0,6142	0,016	-0,065	4,7
27,520	-25,691	0,654	-3,636E-13	-0,6133	0,016	-8,674E-15	5,0
27,560	-25,674	0,654	8,181	-0,6129	0,016	0,195	5,2
27,600	-25,639	1,309	16,362	-0,6121	0,031	0,391	5,4
27,640	-25,569	1,963	10,908	-0,6104	0,047	0,260	5,6
27,680	-25,482	2,182	2,727	-0,6083	0,052	0,065	5,8
27,720	-25,395	2,182	-2,727	-0,6062	0,052	-0,065	6,2
27,760	-25,307	1,963	-2,727	-0,6042	0,047	-0,065	6,4
27,800	-25,237	1,963	5,454	-0,6025	0,047	0,130	6,8
27,840	-25,150	2,400	8,181	-0,6004	0,057	0,195	6,9
27,880	-25,045	2,618	5,454	-0,5979	0,062	0,130	6,8
27,920	-24,941	2,836	8,181	-0,5954	0,068	0,195	6,5
27,960	-24,819	3,272	5,454	-0,5925	0,078	0,130	5,9
28,000	-24,679	3,272	-8,181	-0,5892	0,078	-0,195	5,1
28,040	-24,557	2,618	-13,635	-0,5862	0,062	-0,326	4,2
28,080	-24,470	2,182	1,454E-12	-0,5842	0,052	3,469E-14	3,3
28,120	-24,382	2,618	13,635	-0,5821	0,063	0,326	2,9
28,160	-24,260	3,272	8,181	-0,5792	0,078	0,195	2,9
28,200	-24,120	3,272	-5,454	-0,5758	0,078	-0,130	3,1
28,240	-23,998	2,836	-13,635	-0,5729	0,068	-0,326	3,4
28,280	-23,894	2,182	-19,090	-0,5704	0,052	-0,456	3,9
28,320	-23,824	1,309	-13,635	-0,5687	0,031	-0,326	4,2
28,360	-23,789	1,091	-2,727	-0,5679	0,026	-0,065	4,4
28,400	-23,736	1,091	2,727	-0,5667	0,026	0,065	4,4
28,440	-23,702	1,309	8,181	-0,5658	0,031	0,195	4,3
28,480	-23,632	1,745	5,454	-0,5642	0,042	0,130	4,3
28,520	-23,562	1,745	-5,454	-0,5625	0,042	-0,130	4,1
28,560	-23,492	1,309	-8,181	-0,5608	0,031	-0,195	4,0
28,600	-23,457	1,091	7,272E-13	-0,5600	0,026	0,000	3,6
28,640	-23,405	1,309	2,727	-0,5587	0,031	0,065	3,4
28,680	-23,353	1,309	-7,272E-13	-0,5575	0,031	0,000	3,2
28,720	-23,300	1,309	2,727	-0,5562	0,031	0,065	3,0
28,760	-23,248	1,527	2,727	-0,5550	0,036	0,065	2,8
28,800	-23,178	1,527	8,493E-13	-0,5533	0,036	3,756E-14	2,6
28,840	-23,126	1,527	5,454	-0,5521	0,036	0,130	2,5
28,880	-23,056	1,963	8,181	-0,5504	0,047	0,195	2,3
28,920	-22,969	2,182	1,088E-12	-0,5483	0,052	4,337E-14	2,3
28,960	-22,881	1,963	-5,454	-0,5463	0,047	-0,130	2,2
29,000	-22,811	1,745	-8,181	-0,5446	0,042	-0,195	2,2
29,040	-22,742	1,309	-10,908	-0,5429	0,031	-0,260	2,2
29,080	-22,707	0,873	-2,727	-0,5421	0,021	-0,065	2,2
29,120	-22,672	1,091	5,454	-0,5413	0,026	0,130	2,2
29,160	-22,619	1,309	5,454	-0,5400	0,031	0,130	2,1
29,200	-22,567	1,527	8,181	-0,5387	0,036	0,195	2,2
29,240	-22,497	1,963	5,454	-0,5371	0,047	0,130	2,2
29,280	-22,410	1,963	2,727	-0,5350	0,047	0,065	2,2
29,320	-22,340	2,182	5,454	-0,5333	0,052	0,130	2,1
29,360	-22,235	2,400	-2,727	-0,5308	0,057	-0,065	2,2
29,400	-22,148	1,963	-2,727	-0,5287	0,047	-0,065	2,2
29,440	-22,078	2,182	2,727	-0,5271	0,052	0,065	2,2
29,480	-21,974	2,182	-2,727	-0,5246	0,052	-0,065	2,2
29,520	-21,904	1,963	2,727	-0,5229	0,047	0,065	2,3
29,560	-21,817	2,400	5,454	-0,5208	0,057	0,130	2,3
29,600	-21,712	2,400	-5,454	-0,5183	0,057	-0,130	2,5
29,640	-21,625	1,963	-13,635	-0,5163	0,047	-0,326	2,7
29,680	-21,555	1,309	-13,635	-0,5146	0,031	-0,326	3,1
29,720	-21,520	0,873	-8,181	-0,5137	0,021	-0,195	3,6
29,760	-21,485	0,654	-2,727	-0,5129	0,016	-0,065	4,2
29,800	-21,468	0,654	2,727	-0,5125	0,016	0,065	4,5
29,840	-21,433	0,873	-3,636E-13	-0,5117	0,021	-2,602E-14	4,8
29,880	-21,398	0,654	-5,454	-0,5108	0,016	-0,130	5,0
29,920	-21,380	0,436	3,636E-13	-0,5104	0,010	8,674E-15	5,3
29,960	-21,363	0,654	2,727	-0,5100	0,016	0,065	5,6
30,000	-21,328	0,654	-3,636E-13	-0,5092	0,016	-8,674E-15	5,8
30,040	-21,310	0,654	-3,636E-13	-0,5087	0,016	-2,602E-14	6,0
30,080	-21,276	0,654	-2,727	-0,5079	0,016	-0,065	6,2
30,120	-21,258	0,436	3,636E-13	-0,5075	0,010	8,674E-15	6,4
30,160	-21,241	0,654	2,727	-0,5071	0,016	0,065	6,8
30,200	-21,206	0,654	-2,727	-0,5062	0,016	-0,065	7,0
30,240	-21,188	0,436	2,727	-0,5058	0,010	0,065	7,3
30,280	-21,171	0,873	10,908	-0,5054	0,021	0,260	7,7
30,320	-21,118	1,309	2,727	-0,5042	0,031	0,065	8,0
30,360	-21,066	1,091	-8,181	-0,5029	0,026	-0,195	8,3
30,400	-21,031	0,654	-5,454	-0,5021	0,016	-0,130	8,6
30,440	-21,014	0,654	2,727	-0,5017	0,016	0,065	9,2
30,480	-20,979	0,873	5,454	-0,5008	0,021	0,130	9,6
30,520	-20,944	1,091	5,454	-0,5000	0,026	0,130	9,7
30,560	-20,892	1,309	4,996E-14	-0,4987	0,031	5,768E-15	9,9
30,600	-20,839	1,091	-5,454	-0,4975	0,026	-0,130	10,1
30,640	-20,804	0,873	-5,454	-0,4967	0,021	-0,130	10,2
30,680	-20,769	0,654	-2,727	-0,4958	0,016	-0,065	10,1
30,720	-20,752	0,654	-3,636E-13	-0,4954	0,016	-1,735E-14	10,0
30,760	-20,717	0,654	-2,727	-0,4946	0,016	-0,065	9,8
30,800	-20,700	0,436	-2,727	-0,4942	0,010	-0,065	9,6
30,840	-20,682	0,436	2,727	-0,4937	0,010	0,065	9,5
30,880	-20,665	0,654	2,727	-0,4933	0,016	0,065	9,3
30,920	-20,630	0,654	-2,727	-0,4925	0,016	-0,065	9,0
30,960	-20,612	0,436	3,636E-13	-0,4921	0,010	1,735E-14	8,9
31,000	-20,595	0,654	2,727	-0,4917	0,016	0,065	8,4
31,040	-20,560	0,654	-2,727	-0,4908	0,016	-0,065	8,0
31,080	-20,543	0,436	-2,727	-0,4904	0,010	-0,065	7,8
31,120	-20,525	0,436	-3,123E-13	-0,4900	0,010	1,446E-14	7,5
31,160	-20,508	0,436	2,727	-0,4896	0,010	0,065	7,2
31,200	-20,490	0,654	8,181	-0,4892	0,016	0,195	7,0
31,240	-20,455	1,091	13,635	-0,4883	0,026	0,326	6,7
31,280	-20,403	1,745	13,635	-0,4871	0,042	0,326	6,5
31,320	-20,316	2,182	2,727	-0,4850	0,052	0,065	6,2
31,360	-20,228	1,963	-5,454	-0,4829	0,047	-0,130	5,7
31,400	-20,159	1,745	1,088E-12	-0,4812	0,042	1,735E-14	4,7
31,440	-20,089	1,963	4,163E-13	-0,4796	0,047	2,316E-14	3,9
31,480	-20,001	1,745	-5,454	-0,4775	0,042	-0,130	3,4
31,520	-19,949	1,527	-2,727	-0,4762	0,036	-0,065	3,1
31,560	-19,879	1,527	2,942E-13	-0,4746	0,036	2,021E-14	2,9
31,600	-19,827	1,527	8,181	-0,4733	0,036	0,195	2,8
31,640	-19,757	2,182	8,181	-0,4717	0,052	0,195	2,7
