Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
63,640	8,273	0,000	0,000	0,1975	0,000	0,000	1,5
63,680	8,273	0,000	0,000	0,1975	0,000	0,000	1,6
63,720	8,273	0,000	0,000	0,1975	0,000	0,000	1,6
63,760	8,273	0,000	0,000	0,1975	0,000	0,000	1,7
63,800	8,273	0,000	2,727	0,1975	0,000	0,065	1,8
63,840	8,273	0,218	2,727	0,1975	0,005	0,065	1,9
63,880	8,290	0,218	-2,727	0,1979	0,005	-0,065	1,8
63,920	8,290	0,000	-2,727	0,1979	0,000	-0,065	1,8
63,960	8,290	0,000	0,000	0,1979	0,000	0,000	1,9
64,000	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,040	8,290	0,000	0,000	0,1979	0,000	0,000	1,9
64,080	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,120	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,160	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,200	8,290	0,000	-2,727	0,1979	0,000	-0,065	1,7
64,240	8,290	-0,218	0,000	0,1979	-0,005	0,000	1,7
64,280	8,273	0,000	2,727	0,1975	0,000	0,065	1,7
64,320	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
64,360	8,273	0,000	0,000	0,1975	0,000	0,000	1,7
64,400	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
64,440	8,273	0,000	2,727	0,1975	0,000	0,065	1,8
64,480	8,290	0,218	0,000	0,1979	0,005	0,000	1,8
64,520	8,290	0,000	-2,727	0,1979	0,000	-0,065	1,8
64,560	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,600	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,640	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,680	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,720	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,760	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
64,800	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
64,840	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
64,880	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
64,920	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
64,960	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
65,000	8,290	0,000	0,000	0,1979	0,000	0,000	1,8
65,040	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
65,080	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
65,120	8,290	0,000	0,000	0,1979	0,000	0,000	1,7
65,160	8,290	0,000	0,000	0,1979	0,000	0,000	1,6
65,200	8,290	0,000	-2,727	0,1979	0,000	-0,065	1,6
65,240	8,290	-0,218	-2,727	0,1979	-0,005	-0,065	1,6
65,280	8,273	-0,218	2,727	0,1975	-0,005	0,065	1,6
65,320	8,273	0,000	2,727	0,1975	0,000	0,065	1,6
65,360	8,273	0,000	-29,998	0,1975	0,000	-0,716	1,6
65,400	8,273	-2,400	-79,085	0,1975	-0,057	-1,888	1,6
65,440	8,081	-6,327	-49,087	0,1929	-0,151	-1,172	1,6
65,480	7,767	-6,327	35,452	0,1854	-0,151	0,846	1,6
65,520	7,575	-3,491	57,269	0,1808	-0,083	1,367	1,7
65,560	7,487	-1,745	27,271	0,1787	-0,042	0,651	1,7
65,600	7,435	-1,309	4,016E-12	0,1775	-0,031	9,255E-14	1,8
65,640	7,383	-1,745	-5,454	0,1762	-0,042	-0,130	1,9
65,680	7,295	-1,745	2,727	0,1742	-0,042	0,065	2,0
65,720	7,243	-1,527	-1,388E-13	0,1729	-0,036	0,000	2,1
65,760	7,173	-1,745	-8,181	0,1712	-0,042	-0,195	2,7
65,800	7,103	-2,182	-8,181	0,1696	-0,052	-0,195	3,2
65,840	6,999	-2,400	5,454	0,1671	-0,057	0,130	3,6
65,880	6,912	-1,745	13,635	0,1650	-0,042	0,326	3,6
65,920	6,859	-1,309	-8,181	0,1637	-0,031	-0,195	3,4
65,960	6,807	-2,400	-19,090	0,1625	-0,057	-0,456	3,2
66,000	6,667	-2,836	2,727	0,1592	-0,068	0,065	3,1
66,040	6,580	-2,182	0,000	0,1571	-0,052	-4,337E-15	3,1
66,080	6,493	-2,836	-16,362	0,1550	-0,068	-0,391	3,2
66,120	6,353	-3,491	-2,727	0,1517	-0,083	-0,065	3,2
66,160	6,213	-3,054	10,908	0,1483	-0,073	0,260	3,2
66,200	6,109	-2,618	10,908	0,1458	-0,063	0,260	3,2
66,240	6,004	-2,182	19,090	0,1433	-0,052	0,456	3,0
66,280	5,934	-1,091	24,544	0,1417	-0,026	0,586	2,8
66,320	5,917	-0,218	10,908	0,1412	-0,005	0,260	2,8
66,360	5,917	-0,218	-2,727	0,1412	-0,005	-0,065	2,6
66,400	5,899	-0,436	-2,727	0,1408	-0,010	-0,065	2,5
66,440	5,882	-0,436	-2,727	0,1404	-0,010	-0,065	2,4
66,480	5,864	-0,654	-10,908	0,1400	-0,016	-0,260	2,4
66,520	5,829	-1,309	-27,271	0,1392	-0,031	-0,651	2,3
66,560	5,760	-2,836	-29,998	0,1375	-0,068	-0,716	2,3
66,600	5,603	-3,709	-10,908	0,1337	-0,089	-0,260	2,3
66,640	5,463	-3,709	-8,181	0,1304	-0,089	-0,195	2,3
66,680	5,306	-4,363	-10,908	0,1267	-0,104	-0,260	2,3
66,720	5,114	-4,581	2,727	0,1221	-0,109	0,065	2,3
66,760	4,939	-4,145	19,090	0,1179	-0,099	0,456	2,2
66,800	4,782	-3,054	35,452	0,1142	-0,073	0,846	2,1
66,840	4,695	-1,309	32,725	0,1121	-0,031	0,781	2,1
66,880	4,677	-0,436	13,635	0,1117	-0,010	0,326	2,1
66,920	4,660	-0,218	5,454	0,1112	-0,005	0,130	2,1
66,960	4,660	0,000	2,727	0,1112	0,000	0,065	2,1
67,000	4,660	0,000	0,000	0,1112	0,000	0,000	2,2
67,040	4,660	0,000	0,000	0,1112	0,000	0,000	2,1
67,080	4,660	0,000	0,000	0,1112	0,000	0,000	2,1
67,120	4,660	0,000	2,727	0,1112	0,000	0,065	2,1
67,160	4,660	0,218	2,727	0,1112	0,005	0,065	2,2
67,200	4,677	0,218	-5,454	0,1117	0,005	-0,130	2,8
67,240	4,677	-0,218	-5,454	0,1117	-0,005	-0,130	3,3
67,280	4,660	-0,218	2,727	0,1112	-0,005	0,065	1,5
67,320	4,660	0,000	2,727	0,1112	0,000	0,065	4,4
67,360	4,660	0,000	0,000	0,1112	0,000	0,000	5,1
67,400	4,660	0,000	0,000	0,1112	0,000	0,000	3,4
67,440	4,660	0,000	0,000	0,1112	0,000	0,000	1,6
67,480	4,660	0,000	2,727	0,1112	0,000	0,065	1,5
67,520	4,660	0,218	0,000	0,1112	0,005	0,000	1,5
67,560	4,677	0,000	-2,727	0,1117	0,000	-0,065	1,5
67,600	4,660	0,000	2,727	0,1112	0,000	0,065	1,5
67,640	4,677	0,218	0,000	0,1117	0,005	0,000	1,5
67,680	4,677	0,000	-2,727	0,1117	0,000	-0,065	1,5
67,720	4,677	0,000	0,000	0,1117	0,000	0,000	1,5
67,760	4,677	0,000	0,000	0,1117	0,000	0,000	1,4
67,800	4,677	0,000	0,000	0,1117	0,000	0,000	1,4
67,840	4,677	0,000	0,000	0,1117	0,000	0,000	1,4
67,880	4,677	0,000	0,000	0,1117	0,000	0,000	1,4
67,920	4,677	0,000	0,000	0,1117	0,000	0,000	1,5
67,960	4,677	0,000	0,000	0,1117	0,000	0,000	1,4
68,000	4,677	0,000	0,000	0,1117	0,000	0,000	1,4
68,040	4,677	0,000	0,000	0,1117	0,000	0,000	1,4
68,080	4,677	0,000	0,000	0,1117	0,000	0,000	1,5
68,120	4,677	0,000	0,000	0,1117	0,000	0,000	1,5
68,160	4,677	0,000	0,000	0,1117	0,000	0,000	1,5
68,200	4,677	0,000	0,000	0,1117	0,000	0,000	1,6
68,240	4,677	0,000	0,000	0,1117	0,000	0,000	1,7
68,280	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,320	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,360	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,400	4,677	0,000	0,000	0,1117	0,000	0,000	1,9
68,440	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,480	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,520	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,560	4,677	0,000	0,000	0,1117	0,000	0,000	1,9
68,600	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,640	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,680	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,720	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,760	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,800	4,677	0,000	0,000	0,1117	0,000	0,000	1,7
68,840	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,880	4,677	0,000	0,000	0,1117	0,000	0,000	1,8
68,920	4,677	0,000	-2,727	0,1117	0,000	-0,065	1,8
68,960	4,677	-0,218	-2,727	0,1117	-0,005	-0,065	1,8
69,000	4,660	-0,218	-21,817	0,1112	-0,005	-0,521	1,8
69,040	4,660	-1,963	-62,723	0,1112	-0,047	-1,497	1,8
69,080	4,503	-5,236	-65,450	0,1075	-0,125	-1,562	1,8
69,120	4,241	-7,199	-32,725	0,1012	-0,172	-0,781	1,8
69,160	3,927	-7,854	-19,090	0,0937	-0,188	-0,456	1,8
69,200	3,613	-8,727	-29,998	0,0862	-0,208	-0,716	1,9
69,240	3,229	-10,254	2,727	0,0771	-0,245	0,065	2,0
69,280	2,793	-8,508	68,177	0,0667	-0,203	1,628	2,1
69,320	2,548	-4,800	51,814	0,0608	-0,115	1,237	2,3
69,360	2,409	-4,363	2,727	0,0575	-0,104	0,065	2,7
69,400	2,199	-4,581	19,090	0,0525	-0,109	0,456	3,1
69,440	2,042	-2,836	32,725	0,0487	-0,068	0,781	3,2
69,480	1,972	-1,963	13,635	0,0471	-0,047	0,326	3,6
69,520	1,885	-1,745	13,635	0,0450	-0,042	0,326	4,3
69,560	1,833	-0,873	10,908	0,0437	-0,021	0,260	4,8
69,600	1,815	-0,873	-2,727	0,0433	-0,021	-0,065	5,0
69,640	1,763	-1,091	-2,727	0,0421	-0,026	-0,065	5,3
69,680	1,728	-1,091	-16,362	0,0412	-0,026	-0,391	5,3
69,720	1,676	-2,400	-35,452	0,0400	-0,057	-0,846	5,3
69,760	1,536	-3,927	-21,817	0,0367	-0,094	-0,521	5,4
69,800	1,361	-4,145	0,000	0,0325	-0,099	-1,561E-15	5,5
69,840	1,204	-3,927	10,908	0,0287	-0,094	0,260	5,8
69,880	1,047	-3,272	21,817	0,0250	-0,078	0,521	6,5
69,920	0,942	-2,182	16,362	0,0225	-0,052	0,391	7,8
69,960	0,873	-1,963	5,454	0,0208	-0,047	0,130	13,2
70,000	0,785	-1,745	10,908	0,0188	-0,042	0,260	24,8
70,040	0,733	-1,091	8,181	0,0175	-0,026	0,195	34,8
70,080	0,698	-1,091	2,727	0,0167	-0,026	0,065	43,2
70,120	0,646	-0,873	5,454	0,0154	-0,021	0,130	49,6
70,160	0,628	-0,654	-1,804E-14	0,0150	-0,016	0,000	53,3
70,200	0,593	-0,873	-2,727	0,0142	-0,021	-0,065	55,9
70,240	0,559	-0,873	-2,727	0,0133	-0,021	-0,065	57,0
70,280	0,524	-1,091	-5,454	0,0125	-0,026	-0,130	58,7
70,320	0,471	-1,309	-2,727	0,0112	-0,031	-0,065	58,7
70,360	0,419	-1,309	-2,727	0,0100	-0,031	-0,065	58,2
70,400	0,367	-1,527	-8,181	0,0087	-0,036	-0,195	56,6
70,440	0,297	-1,963	-8,181	0,0071	-0,047	-0,195	52,2
70,480	0,209	-2,182	-2,776E-15	0,0050	-0,052	8,674E-17	45,5
70,520	0,122	-1,963	-8,181	0,0029	-0,047	-0,195	38,0
70,560	0,052	-2,836	-21,817	0,0012	-0,068	-0,521	29,3
70,600	-0,105	-3,709	-2,727	-0,0025	-0,089	-0,065	20,0
70,640	-0,244	-3,054	21,817	-0,0058	-0,073	0,521	16,0
70,680	-0,349	-1,963	21,817	-0,0083	-0,047	0,521	11,4
70,720	-0,401	-1,309	10,908	-0,0096	-0,031	0,260	9,1
70,760	-0,454	-1,091	8,181	-0,0108	-0,026	0,195	8,0
70,800	-0,489	-0,654	5,454	-0,0117	-0,016	0,130	7,6
70,840	-0,506	-0,654	-2,727	-0,0121	-0,016	-0,065	7,4
70,880	-0,541	-0,873	-2,727	-0,0129	-0,021	-0,065	7,1
70,920	-0,576	-0,873	-1,804E-14	-0,0137	-0,021	-3,036E-16	7,0
70,960	-0,611	-0,873	2,727	-0,0146	-0,021	0,065	7,0
71,000	-0,646	-0,654	5,454	-0,0154	-0,016	0,130	6,8
71,040	-0,663	-0,436	5,454	-0,0158	-0,010	0,130	6,6
71,080	-0,681	-0,218	5,454	-0,0163	-0,005	0,130	6,5
71,120	-0,681	0,000	2,727	-0,0163	0,000	0,065	6,5
71,160	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,4
71,200	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,4
71,240	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,4
71,280	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,4
71,320	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,360	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,400	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,440	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,480	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,520	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,560	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,600	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,640	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,680	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,6
71,720	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,760	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,6
71,800	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,840	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,880	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,920	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
71,960	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,000	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,040	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,080	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,6
72,120	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,160	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,200	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,240	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,280	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,320	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,360	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,400	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,440	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,480	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,520	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,560	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,4
72,600	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,640	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,680	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,720	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,760	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,800	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,840	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,880	-0,681	0,000	0,000	-0,0163	0,000	0,000	6,5
72,920	-0,681	0,000	-19,090	-0,0163	0,000	-0,456	6,5
72,960	-0,681	-1,527	-73,631	-0,0163	-0,036	-1,758	6,4
73,000	-0,803	-5,890	-117,264	-0,0192	-0,141	-2,799	6,4
73,040	-1,152	-10,908	-76,358	-0,0275	-0,260	-1,823	6,4
73,080	-1,676	-11,999	16,362	-0,0400	-0,286	0,391	6,2
73,120	-2,112	-9,599	62,723	-0,0504	-0,229	1,497	5,6
73,160	-2,443	-6,981	46,360	-0,0583	-0,167	1,107	5,7
73,200	-2,670	-5,890	8,181	-0,0637	-0,141	0,195	6,0
73,240	-2,915	-6,327	-8,181	-0,0696	-0,151	-0,195	5,7
73,280	-3,176	-6,545	-6,661E-14	-0,0758	-0,156	-2,082E-15	5,4
73,320	-3,438	-6,327	8,181	-0,0821	-0,151	0,195	5,2
73,360	-3,683	-5,890	6,661E-14	-0,0879	-0,141	0,000	5,0
73,400	-3,910	-6,327	-32,725	-0,0933	-0,151	-0,781	4,8
73,440	-4,189	-8,508	-46,360	-0,1000	-0,203	-1,107	4,6
73,480	-4,590	-10,036	2,727	-0,1096	-0,240	0,065	4,5
73,520	-4,992	-8,290	54,542	-0,1192	-0,198	1,302	4,3
73,560	-5,253	-5,672	24,544	-0,1254	-0,135	0,586	4,1
73,600	-5,445	-6,327	-29,998	-0,1300	-0,151	-0,716	3,9
73,640	-5,760	-8,072	-35,452	-0,1375	-0,193	-0,846	3,7
73,680	-6,091	-9,163	-16,362	-0,1454	-0,219	-0,391	3,5
73,720	-6,493	-9,381	16,362	-0,1550	-0,224	0,391	3,4
73,760	-6,842	-7,854	35,452	-0,1633	-0,188	0,846	3,2
73,800	-7,121	-6,545	32,725	-0,1700	-0,156	0,781	3,1
73,840	-7,365	-5,236	24,544	-0,1758	-0,125	0,586	3,1
73,880	-7,540	-4,581	5,454	-0,1800	-0,109	0,130	2,9
73,920	-7,732	-4,800	16,362	-0,1846	-0,115	0,391	2,9
73,960	-7,924	-3,272	27,271	-0,1892	-0,078	0,651	2,8
74,000	-7,994	-2,618	-19,090	-0,1908	-0,063	-0,456	2,7
74,040	-8,133	-4,800	-46,360	-0,1942	-0,115	-1,107	2,7
74,080	-8,378	-6,327	10,908	-0,2000	-0,151	0,260	2,7
74,120	-8,639	-3,927	70,904	-0,2062	-0,094	1,693	2,6
74,160	-8,692	-0,654	49,087	-0,2075	-0,016	1,172	2,6
74,200	-8,692	0,000	10,908	-0,2075	0,000	0,260	2,6
74,240	-8,692	0,218	2,727	-0,2075	0,005	0,065	2,6
74,280	-8,674	0,218	-2,727	-0,2071	0,005	-0,065	2,6
74,320	-8,674	0,000	-2,727	-0,2071	0,000	-0,065	2,6
74,360	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,400	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,440	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,480	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,520	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,560	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,600	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,640	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,680	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,720	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,760	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,800	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,840	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,880	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
74,920	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
74,960	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,000	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,040	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,080	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,120	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,160	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,200	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,240	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,280	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,320	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,360	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,400	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
75,440	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,480	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,520	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,560	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,600	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,640	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,680	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,720	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
75,760	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,800	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,840	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,880	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,920	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
75,960	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,000	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,040	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,080	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,120	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,160	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,200	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,240	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,280	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,320	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,6
76,360	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
76,400	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
76,440	-8,674	0,000	0,000	-0,2071	0,000	0,000	2,7
76,480	-8,674	0,000	2,727	-0,2071	0,000	0,065	2,7
76,520	-8,674	0,218	2,727	-0,2071	0,005	0,065	2,6
76,560	-8,657	0,218	-2,727	-0,2067	0,005	-0,065	2,7
76,600	-8,657	0,000	-2,727	-0,2067	0,000	-0,065	2,7
76,640	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
76,680	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
76,720	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
76,760	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
76,800	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
76,840	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
76,880	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
76,920	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
76,960	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,000	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,040	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,080	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,120	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,160	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,200	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,240	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,280	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,320	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,360	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,400	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,440	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,480	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,6
77,520	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,560	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,600	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,640	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,680	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,720	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,760	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,800	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,840	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,880	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,920	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
77,960	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,000	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,040	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,080	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,120	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,160	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,200	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,240	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,280	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,320	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,360	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,400	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,440	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,480	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,520	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,560	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,600	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,640	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,680	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,720	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,760	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
78,800	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,840	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,880	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,920	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
78,960	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,000	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,040	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,080	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,120	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,160	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,200	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,240	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,280	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,320	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,360	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
